,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,out_prncp,tot_cur_bal,bc_util,funded_amnt_inv,inq_last_6mths,pct_tl_nvr_dlq,total_acc,sub_grade,acc_now_delinq,tot_coll_amt,default,loan_length,term_num,weights,label,cr_hist
295815,22282515,19200.0,19200.0, 60 months,20.99,519.32,E,10+ years,RENT,82000.0,Source Verified,2014-07-01,Charged Off,debt_consolidation,7.27,1.0,2000-01-01,10.0,0.0,14085.0,55.0,3779.54,2014-09-01,2740.9,0.0,14085.0,95.1,19200.0,4.0,96.7,31.0,E4,0.0,0.0,1,2.0370028131994498,60,3,1,173.96661122404979
105817,4306812,4750.0,4750.0, 36 months,21.0,178.96,E,4 years,RENT,25000.0,Not Verified,2013-04-01,Fully Paid,vacation,11.71,0.0,2008-04-01,7.0,0.0,3818.0,59.7,6400.75,2015-12-01,0.0,0.0,10561.0,89.6,4750.0,1.0,100.0,11.0,E2,0.0,0.0,0,32.000657097681675,36,1,0,59.99301833713218
115425,3634512,25000.0,25000.0, 60 months,13.11,570.24,B,10+ years,MORTGAGE,91000.0,Source Verified,2013-03-01,Fully Paid,debt_consolidation,16.26,1.0,1999-08-01,10.0,0.0,7702.0,28.5,30821.7499999969,2015-04-01,0.0,0.0,135583.0,28.9,24925.0,1.0,93.0,32.0,B4,0.0,0.0,0,25.002566787819053,60,1,0,162.99307994003985
81865,5773136,7200.0,7200.0, 36 months,17.27,257.67,C,2 years,RENT,40000.0,Not Verified,2013-06-01,Charged Off,debt_consolidation,14.28,1.0,2003-09-01,5.0,1.0,3003.0,91.0,4295.22,2014-08-01,692.96,0.0,35920.0,91.0,7200.0,0.0,86.0,15.0,C5,0.0,0.0,1,13.996180619725251,36,3,1,116.99624222263292
98587,4777913,5000.0,5000.0, 36 months,8.9,158.77,A,10+ years,RENT,19000.0,Source Verified,2013-05-01,Fully Paid,debt_consolidation,10.67,0.0,2000-07-01,9.0,1.0,3945.0,18.2,5643.5999999997,2015-06-01,0.0,0.0,3945.0,36.7,5000.0,0.0,100.0,16.0,A5,0.0,0.0,0,25.002566787819053,36,1,0,153.9908417010616
244595,29313866,19000.0,19000.0, 36 months,16.99,677.31,D,10+ years,RENT,56000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,19.89,0.0,2007-07-01,4.0,1.0,3902.0,92.9,21099.85,2015-06-01,0.0,0.0,51721.0,92.9,19000.0,0.0,85.7,8.0,D3,0.0,0.0,0,7.983736832378488,36,1,0,87.03258793815068
34696,7905241,8000.0,8000.0, 36 months,20.2,298.13,D,4 years,RENT,65000.0,Verified,2013-10-01,Charged Off,debt_consolidation,21.62,2.0,2003-07-01,20.0,0.0,5645.0,97.3,6021.84,2015-06-01,890.82,0.0,103457.0,97.3,8000.0,1.0,86.0,37.0,D5,0.0,0.0,1,19.975769522988152,36,3,1,123.04154089406353
132872,2897018,20000.0,20000.0, 36 months,12.12,665.44,B,7 years,MORTGAGE,49000.0,Verified,2013-01-01,Charged Off,debt_consolidation,28.53,0.0,2005-06-01,15.0,1.0,12880.0,47.7,20085.73,2015-06-01,794.73,0.0,183834.0,60.8,20000.0,0.0,100.0,21.0,B3,0.0,0.0,1,28.945152877882503,36,3,1,91.04088379638186
132173,3005824,10000.0,10000.0, 36 months,12.12,332.72,B,10+ years,MORTGAGE,65000.0,Verified,2013-01-01,Fully Paid,credit_card,25.4,1.0,2001-10-01,11.0,1.0,17840.0,45.9,11494.938663999703,2014-08-01,0.0,0.0,275086.0,43.4,10000.0,1.0,96.0,28.0,B3,0.0,0.0,0,18.957268116388427,36,1,0,135.0335735846732
147592,1626188,19500.0,19500.0, 60 months,19.05,506.38,D,10+ years,MORTGAGE,72000.0,Verified,2012-11-01,Charged Off,other,28.83,0.0,2002-09-01,21.0,0.0,16287.0,59.0,3585.04,2013-04-01,1062.14,0.0,241019.0,90.5,19300.0,1.0,100.0,47.0,D4,0.0,0.0,1,4.9610874966631755,60,3,1,122.0230394874638
130992,3104798,24175.0,24175.0, 36 months,7.9,756.45,A,5 years,MORTGAGE,68000.0,Not Verified,2013-01-01,Charged Off,home_improvement,12.76,0.0,2007-07-01,8.0,0.0,1491.0,16.9,11339.79,2014-05-01,0.0,0.0,156852.0,16.9,24175.0,2.0,100.0,12.0,A4,0.0,0.0,1,15.934618780673114,36,3,1,66.07117189264666
103154,4435475,4000.0,4000.0, 36 months,15.8,140.24,C,2 years,RENT,31000.0,Not Verified,2013-04-01,Fully Paid,debt_consolidation,14.28,0.0,2007-11-01,7.0,0.0,2865.0,29.5,4823.2255473131,2015-04-01,0.0,0.0,8759.0,35.1,4000.0,0.0,100.0,11.0,C3,0.0,0.0,0,23.984065381219327,36,1,0,64.98696071787921
131118,3054765,23000.0,23000.0, 60 months,17.27,574.96,C,10+ years,MORTGAGE,55000.0,Verified,2013-01-01,Fully Paid,debt_consolidation,21.43,0.0,2001-10-01,12.0,0.0,28341.0,72.6,29387.7536192888,2014-11-01,0.0,0.0,183499.0,73.3,23000.0,0.0,100.0,24.0,C5,0.0,0.0,0,21.979917452103738,60,1,0,135.0335735846732
378794,13086156,6500.0,6500.0, 36 months,6.03,197.84,A,3 years,RENT,51000.0,Not Verified,2014-03-01,Fully Paid,credit_card,28.95,0.0,2006-05-01,10.0,0.0,7503.0,30.6,6919.4781988269,2015-12-01,0.0,0.0,108948.0,50.0,6500.0,0.0,100.0,18.0,A1,0.0,0.0,0,21.027125813671738,36,1,0,93.99782336392944
400769,11834651,12500.0,12500.0, 36 months,17.57,449.22,D,,OWN,33000.0,Verified,2014-02-01,Charged Off,credit_card,20.65,1.0,1996-10-01,10.0,0.0,13917.0,65.3,2593.63,2014-04-01,1695.19,0.0,25442.0,68.6,12500.0,3.0,88.9,18.0,D2,0.0,0.0,1,1.9384381609478634,36,3,1,208.03712601901478
149498,1603443,14825.0,14825.0, 36 months,20.49,554.66,E,10+ years,MORTGAGE,56000.0,Verified,2012-10-01,Fully Paid,debt_consolidation,12.88,1.0,2000-07-01,8.0,0.0,20488.0,93.6,19967.6825320606,2015-11-01,0.0,0.0,180346.0,99.0,14825.0,0.0,93.0,16.0,E1,0.0,0.0,0,36.99459947842872,36,1,0,147.02560627528285
240123,30726018,18000.0,18000.0, 36 months,16.29,635.41,D,9 years,MORTGAGE,90000.0,Source Verified,2014-10-01,Fully Paid,debt_consolidation,23.82,0.0,1998-10-01,12.0,0.0,26476.0,78.1,19720.21,2015-05-01,0.0,0.0,164914.0,90.6,18000.0,1.0,100.0,23.0,D2,0.0,0.0,0,6.965235425778763,36,1,0,192.00394258609006
43339,7449464,17600.0,17600.0, 36 months,9.99,567.82,B,7 years,MORTGAGE,57000.0,Verified,2013-09-01,Fully Paid,debt_consolidation,12.65,1.0,2000-06-01,8.0,0.0,18842.0,59.4,19632.1299961407,2015-07-01,0.0,0.0,142982.0,60.9,17600.0,0.0,95.0,25.0,B1,0.0,0.0,0,21.947062568019877,36,1,0,159.01763896589253
104426,4280431,8000.0,8000.0, 36 months,8.9,254.03,A,10+ years,MORTGAGE,136000.0,Not Verified,2013-04-01,Fully Paid,debt_consolidation,8.6,0.0,2001-09-01,10.0,0.0,14693.0,44.3,9137.46,2016-01-01,0.0,0.0,290489.0,54.1,8000.0,3.0,95.0,24.0,A5,0.0,0.0,0,33.0191585042814,36,1,0,138.97615967473664
128340,3154124,16000.0,16000.0, 36 months,10.16,517.48,B,,MORTGAGE,51000.0,Verified,2013-02-01,Fully Paid,credit_card,28.88,0.0,1970-05-01,15.0,0.0,28390.0,59.3,18629.1851321173,2016-02-01,0.0,0.0,129887.0,74.9,15975.0,0.0,100.0,37.0,B1,0.0,0.0,0,35.97609807182899,36,1,0,513.0947247376743
366451,14508117,2000.0,2000.0, 36 months,14.64,68.98,C,3 years,OWN,15000.0,Not Verified,2014-04-01,Charged Off,credit_card,30.16,0.0,2004-12-01,8.0,0.0,2956.0,68.7,567.51,2014-10-01,153.63,0.0,3018.0,86.1,2000.0,0.0,100.0,26.0,C3,0.0,1267.0,1,6.012443787346763,36,3,1,111.96944495780201
87713,5639140,9000.0,9000.0, 36 months,6.62,276.34,A,2 years,MORTGAGE,106000.0,Not Verified,2013-06-01,Fully Paid,debt_consolidation,6.51,0.0,1987-08-01,6.0,1.0,7988.0,45.6,9887.4100020394,2015-09-01,0.0,0.0,175765.0,47.8,9000.0,0.0,100.0,16.0,A2,0.0,0.0,0,27.00671471693464,36,1,0,310.0186862153227
145040,1695720,17050.0,17050.0, 60 months,16.29,417.26,C,,RENT,40000.0,Verified,2012-11-01,Charged Off,debt_consolidation,17.1,0.0,1997-03-01,11.0,0.0,3980.0,19.6,9002.339999999998,2014-04-01,1911.32,0.0,29710.0,13.8,17050.0,1.0,96.0,27.0,C4,0.0,0.0,1,16.95312018727284,60,3,1,188.0613564960266
418058,1512271,16800.0,16800.0, 36 months,11.99,557.93,B,< 1 year,RENT,50000.0,Not Verified,2014-01-01,Fully Paid,debt_consolidation,21.89,0.0,2000-07-01,21.0,0.0,13642.0,82.7,18700.9799899258,2015-02-01,0.0,0.0,146053.0,82.7,16800.0,2.0,100.0,42.0,B3,0.0,0.0,0,13.010534097209389,36,1,0,162.04028830160783
153654,1553666,5500.0,5500.0, 36 months,12.12,183.0,B,,RENT,19980.0,Verified,2012-09-01,Charged Off,debt_consolidation,33.63,0.0,1998-12-01,10.0,0.0,9767.0,59.6,6221.15,2015-07-01,0.0,0.0,11183.0,83.1,5500.0,0.0,100.0,23.0,B3,0.0,972.0,1,33.93909525862954,36,3,1,165.0300827532393
233031,31497893,13775.0,13775.0, 60 months,16.99,342.28,D,< 1 year,RENT,38480.0,Source Verified,2014-10-01,Charged Off,debt_consolidation,34.75,0.0,2001-05-01,7.0,0.0,7189.0,71.2,2725.24,2015-06-01,0.0,0.0,48304.0,93.8,13775.0,0.0,93.7,16.0,D3,0.0,0.0,1,7.983736832378488,60,3,1,161.02178689500812
45072,7378073,8075.0,8075.0, 36 months,17.76,290.96,D,6 years,MORTGAGE,48000.0,Not Verified,2013-09-01,Charged Off,credit_card,13.68,1.0,1999-02-01,12.0,1.0,11434.0,63.2,5970.56,2015-03-01,383.28,0.0,11434.0,68.4,8075.0,2.0,96.0,29.0,D1,0.0,61.0,1,17.938766709788702,36,3,1,174.9851126306495
347994,16101882,4375.0,4375.0, 36 months,16.99,155.96,D,,OWN,25000.0,Verified,2014-05-01,Charged Off,debt_consolidation,25.11,1.0,1966-08-01,6.0,1.0,5937.0,40.7,2831.76,2015-08-01,0.0,0.0,13034.0,78.3,4375.0,0.0,92.9,14.0,D3,0.0,0.0,1,15.014682026324977,36,3,1,572.9891784225549
226867,32399203,8850.0,8850.0, 36 months,17.57,318.05,D,10+ years,RENT,49459.0,Verified,2014-10-01,Charged Off,debt_consolidation,26.77,0.0,1981-09-01,11.0,2.0,6700.0,55.4,3567.25,2015-05-01,1358.18,0.0,38373.0,79.7,8850.0,2.0,89.5,26.0,D4,0.0,0.0,1,6.965235425778763,36,3,1,396.9855643853057
159809,1479533,15000.0,15000.0, 36 months,18.75,547.95,D,10+ years,RENT,44000.0,Not Verified,2012-09-01,Fully Paid,debt_consolidation,18.33,0.0,2002-01-01,13.0,0.0,9461.0,61.4,16537.3533721408,2013-04-01,0.0,0.0,16013.0,51.2,15000.0,3.0,100.0,26.0,D3,0.0,0.0,0,6.965235425778763,36,1,0,128.0026283907267
110656,3928240,10000.0,10000.0, 36 months,17.27,357.88,C,< 1 year,MORTGAGE,50512.0,Not Verified,2013-04-01,Fully Paid,debt_consolidation,20.98,1.0,1998-10-01,16.0,0.0,13683.0,50.7,12282.4029711174,2015-02-01,0.0,0.0,117819.0,62.1,10000.0,0.0,93.0,46.0,C5,0.0,0.0,0,22.045627220271463,36,1,0,173.99946610813365
101136,4538240,8000.0,8000.0, 36 months,14.09,273.78,B,,MORTGAGE,33300.0,Verified,2013-05-01,Fully Paid,home_improvement,22.52,0.0,2000-09-01,13.0,1.0,4917.0,51.8,9855.6736625283,2016-05-01,0.0,0.0,129081.0,60.2,8000.0,0.0,100.0,28.0,B5,0.0,0.0,0,36.008952955912854,36,1,0,151.95383888786216
128879,3151060,6000.0,6000.0, 36 months,14.09,205.33,B,9 years,MORTGAGE,55000.0,Not Verified,2013-01-01,Charged Off,debt_consolidation,12.31,0.0,2001-05-01,9.0,0.0,10680.0,85.4,5340.95,2015-02-01,406.94,0.0,137693.0,76.9,6000.0,0.0,100.0,10.0,B5,0.0,0.0,1,25.002566787819053,36,3,1,140.0603708495041
273767,24826260,5000.0,5000.0, 36 months,17.57,179.69,D,10+ years,MORTGAGE,25000.0,Source Verified,2014-08-01,Fully Paid,debt_consolidation,21.32,0.0,2002-01-01,11.0,1.0,4188.0,27.7,5525.19,2015-05-01,0.0,0.0,86967.0,58.8,5000.0,1.0,100.0,11.0,D4,0.0,0.0,0,8.969383354894351,36,1,0,150.9681923653463
370672,13577648,6725.0,6725.0, 36 months,12.99,226.56,B,,RENT,50000.0,Source Verified,2014-04-01,Charged Off,credit_card,4.56,0.0,2002-11-01,11.0,0.0,4118.0,22.9,4446.57,2015-09-01,595.05,0.0,4118.0,57.6,6725.0,2.0,91.2,34.0,B5,0.0,0.0,1,17.018829955440562,36,3,1,136.97201174562105
151527,1579198,13600.0,13600.0, 36 months,17.27,486.71,C,3 years,RENT,81000.0,Not Verified,2012-10-01,Charged Off,debt_consolidation,8.13,0.0,2000-11-01,12.0,0.0,11030.0,45.8,5032.82,2013-07-01,658.28,0.0,19614.0,29.5,13600.0,2.0,100.0,13.0,C5,0.0,0.0,1,8.969383354894351,36,3,1,142.98445553296781
267237,26809651,20725.0,20725.0, 60 months,14.99,492.94,C,1 year,MORTGAGE,100000.0,Source Verified,2014-09-01,Charged Off,debt_consolidation,13.3,2.0,1994-11-01,17.0,0.0,6540.0,27.6,6408.22,2015-10-01,0.0,0.0,313690.0,50.4,20725.0,1.0,80.8,31.0,C5,0.0,0.0,1,12.977679213125526,60,3,1,238.00078030349698
215513,34482879,16600.0,16600.0, 60 months,15.99,403.6,D,,RENT,42888.0,Verified,2014-11-01,Charged Off,debt_consolidation,13.35,0.0,2000-10-01,5.0,0.0,7978.0,90.7,4808.84,2015-04-01,2827.71,0.0,15564.0,90.7,16600.0,0.0,100.0,11.0,D2,0.0,0.0,1,4.9610874966631755,60,3,1,169.0055237273866
240691,1684732,10550.0,10550.0, 60 months,14.99,250.93,C,8 years,MORTGAGE,33000.0,Source Verified,2014-10-01,Charged Off,major_purchase,17.13,0.0,2002-11-01,8.0,0.0,10233.0,57.2,3273.49,2015-11-01,0.0,0.0,102945.0,60.9,10550.0,0.0,100.0,13.0,C5,0.0,0.0,1,13.010534097209389,60,3,1,142.98445553296781
270151,26168397,20000.0,20000.0, 36 months,6.49,612.89,A,10+ years,MORTGAGE,65000.0,Source Verified,2014-09-01,Fully Paid,home_improvement,6.19,0.0,1997-01-01,7.0,0.0,4578.0,11.2,21436.47,2016-01-01,0.0,0.0,164451.0,12.0,20000.0,0.0,95.0,20.0,A2,0.0,0.0,0,16.000328548840837,36,1,0,211.9797121090782
355494,15460780,13825.0,13825.0, 36 months,13.65,470.16,C,,RENT,30768.0,Verified,2014-05-01,Charged Off,debt_consolidation,34.75,0.0,1999-10-01,11.0,0.0,9919.0,52.5,4701.6,2015-03-01,0.0,0.0,15734.0,86.2,13825.0,0.0,100.0,21.0,C1,0.0,87.0,1,9.987884761494076,36,3,1,174.9851126306495
31502,8118284,3625.0,3625.0, 36 months,21.7,137.88,E,< 1 year,RENT,20000.0,Not Verified,2013-10-01,Fully Paid,debt_consolidation,14.46,0.0,2010-09-01,7.0,0.0,3204.0,71.2,4379.56,2014-12-01,0.0,0.0,37028.0,85.1,3625.0,2.0,100.0,7.0,E2,0.0,0.0,0,13.996180619725251,36,1,0,36.99459947842872
317168,19998020,18000.0,18000.0, 60 months,12.49,404.88,B,6 years,MORTGAGE,60000.0,Source Verified,2014-07-01,Charged Off,debt_consolidation,14.67,0.0,2000-04-01,15.0,0.0,7805.0,14.3,7692.72,2016-02-01,0.0,0.0,135395.0,15.9,18000.0,0.0,100.0,22.0,B5,0.0,0.0,1,19.055832768640013,60,3,1,170.97681677241832
85950,5696597,9000.0,9000.0, 36 months,12.12,299.45,B,10+ years,MORTGAGE,55000.0,Not Verified,2013-06-01,Fully Paid,credit_card,10.53,0.0,1984-05-01,10.0,0.0,19029.0,68.7,10779.9790394418,2016-06-01,0.0,0.0,65203.0,75.0,9000.0,2.0,84.0,20.0,B3,0.0,0.0,0,36.008952955912854,36,1,0,349.017433622867
70733,6288073,8500.0,8500.0, 36 months,13.05,286.61,B,2 years,MORTGAGE,40000.0,Not Verified,2013-07-01,Charged Off,debt_consolidation,8.49,0.0,1986-11-01,10.0,0.0,3180.0,90.9,5199.15,2014-10-01,901.26,0.0,68746.0,90.9,8475.0,1.0,91.0,25.0,B5,0.0,85.0,1,15.014682026324977,36,3,1,319.9737160927329
206083,33621619,24950.0,24950.0, 60 months,19.24,650.52,E,10+ years,MORTGAGE,52000.0,Source Verified,2014-11-01,Charged Off,credit_card,19.87,0.0,1987-09-01,15.0,0.0,10861.0,29.6,5177.49,2015-07-01,0.0,0.0,35172.0,41.6,24950.0,0.0,90.0,40.0,E2,0.0,0.0,1,7.950881948294626,60,3,1,326.01901476416356
36121,7729887,11200.0,11200.0, 60 months,17.76,282.95,D,2 years,RENT,42000.0,Source Verified,2013-10-01,Charged Off,debt_consolidation,21.77,0.0,2005-07-01,8.0,0.0,8651.0,70.3,3977.7,2014-07-01,1431.23,0.0,51596.0,70.3,11200.0,1.0,88.0,17.0,D1,0.0,0.0,1,8.969383354894351,60,3,1,99.02462062876035
375132,12996907,10000.0,10000.0, 36 months,12.49,334.49,B,10+ years,MORTGAGE,116975.0,Not Verified,2014-04-01,Charged Off,debt_consolidation,32.32,0.0,2003-02-01,16.0,0.0,22788.0,72.3,7979.39,2015-03-01,4300.0,0.0,665642.0,88.2,10000.0,1.0,96.8,31.0,B4,0.0,0.0,1,10.973531284009939,36,3,1,133.94936240990575
