,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,out_prncp,tot_cur_bal,bc_util,funded_amnt_inv,inq_last_6mths,pct_tl_nvr_dlq,total_acc,sub_grade,acc_now_delinq,tot_coll_amt,default,loan_length,term_num,label,cr_hist
84538,5757523,28000.0,28000.0, 36 months,13.11,944.92,B,2 years,RENT,85000.0,Verified,2013-06-01,Fully Paid,debt_consolidation,15.81,0.0,1990-02-01,9.0,0.0,22075.0,51.3,30495.2605504666,2014-03-01,0.0,0.0,29912.0,58.6,27950.0,0.0,100.0,16.0,B4,0.0,0.0,0,8.969383354894351,36,0,279.9564672785889
422000,10090413,10000.0,10000.0, 36 months,8.9,317.54,A,3 years,MORTGAGE,100000.0,Not Verified,2014-01-01,Charged Off,credit_card,6.52,0.0,1998-12-01,12.0,0.0,4847.0,40.1,5079.98,2015-05-01,0.0,0.0,190970.0,36.5,10000.0,2.0,93.3,31.0,A5,0.0,0.0,1,15.934618780673114,36,1,181.03041130208013
128157,3194871,20000.0,20000.0, 36 months,12.12,665.44,B,10+ years,MORTGAGE,54000.0,Verified,2013-01-01,Fully Paid,credit_card,7.85,0.0,1994-10-01,5.0,0.0,12213.0,74.9,23781.9829194861,2015-07-01,0.0,0.0,141198.0,91.7,20000.0,0.0,100.0,17.0,B3,0.0,0.0,0,29.930799400398364,36,0,219.04351218710858
105922,3728417,9950.0,9950.0, 36 months,15.31,346.44,C,4 years,MORTGAGE,50000.0,Verified,2013-04-01,Fully Paid,credit_card,21.43,0.0,1995-08-01,10.0,0.0,26614.0,92.7,11458.9275512108,2014-06-01,0.0,0.0,276678.0,92.6,9950.0,3.0,95.0,20.0,C2,0.0,0.0,0,13.996180619725251,36,0,212.01256699316207
288659,23593573,30000.0,30000.0, 60 months,20.2,798.16,E,10+ years,MORTGAGE,177000.0,Verified,2014-08-01,Fully Paid,debt_consolidation,8.06,0.0,1994-07-01,9.0,0.0,22255.0,74.4,36125.97,2015-08-01,0.0,0.0,992908.0,53.8,30000.0,4.0,100.0,45.0,E3,0.0,0.0,0,11.992032690609664,60,0,241.0234296392123
249648,28612703,18000.0,18000.0, 60 months,23.43,511.89,F,< 1 year,OWN,78000.0,Verified,2014-10-01,Charged Off,other,13.71,1.0,2002-09-01,13.0,0.0,22532.0,55.0,6631.14,2015-11-01,0.0,0.0,207802.0,63.9,18000.0,0.0,93.7,16.0,F1,1.0,65.0,1,13.010534097209389,60,1,144.9886034620834
110770,3926890,21000.0,21000.0, 36 months,13.11,708.69,B,10+ years,RENT,145000.0,Verified,2013-04-01,Fully Paid,debt_consolidation,7.47,0.0,2000-01-01,7.0,1.0,15701.0,71.4,25512.1473019591,2016-04-01,0.0,0.0,38784.0,87.2,21000.0,0.0,86.0,28.0,B4,0.0,0.0,0,36.008952955912854,36,0,158.98478408180867
15605,9035275,19200.0,19200.0, 36 months,6.62,589.52,A,7 years,MORTGAGE,99000.0,Not Verified,2013-11-01,Charged Off,debt_consolidation,18.09,2.0,1985-06-01,16.0,0.0,16984.0,44.3,14146.17,2015-12-01,0.0,0.0,151354.0,57.2,19200.0,0.0,93.1,29.0,A2,0.0,0.0,1,24.96971190373519,36,1,341.03369679048853
31024,8185315,8975.0,8975.0, 36 months,14.3,308.06,C,7 years,MORTGAGE,103000.0,Verified,2013-10-01,Fully Paid,debt_consolidation,15.19,0.0,2002-04-01,6.0,0.0,30345.0,100.5,10804.16,2015-09-01,0.0,0.0,467755.0,100.1,8975.0,0.0,100.0,35.0,C1,0.0,0.0,0,22.998418858703463,36,0,138.02336803630465
269626,26199712,12950.0,12950.0, 36 months,17.57,465.39,D,10+ years,MORTGAGE,166000.0,Verified,2014-09-01,Charged Off,home_improvement,16.27,0.0,1990-07-01,16.0,0.0,39447.0,68.5,3723.12,2015-05-01,0.0,0.0,336159.0,73.9,12950.0,3.0,100.0,29.0,D4,0.0,0.0,1,7.950881948294626,36,1,290.04291669233453
95987,5094654,35000.0,35000.0, 36 months,11.14,1148.18,B,10+ years,MORTGAGE,80000.0,Verified,2013-05-01,Fully Paid,debt_consolidation,17.69,0.0,1972-08-01,7.0,0.0,38831.0,61.5,41334.350470178004,2016-05-01,0.0,0.0,227275.0,62.4,35000.0,1.0,88.0,25.0,B2,0.0,0.0,0,36.008952955912854,36,0,488.9792398201195
113308,3728943,24000.0,24000.0, 60 months,21.49,655.92,E,10+ years,MORTGAGE,72000.0,Verified,2013-03-01,Charged Off,debt_consolidation,27.65,0.0,1999-02-01,16.0,0.0,18885.0,85.5,1308.62,2013-05-01,0.0,0.0,185401.0,85.5,24000.0,2.0,100.0,35.0,E3,0.0,0.0,1,2.0041479291155877,60,1,168.93981395921887
127120,3196105,21000.0,21000.0, 36 months,16.29,741.31,C,1 year,RENT,125000.0,Source Verified,2013-02-01,Charged Off,debt_consolidation,9.4,0.0,1998-10-01,11.0,0.0,33427.0,89.4,15688.84,2014-09-01,1603.95,0.0,35018.0,89.6,21000.0,0.0,100.0,17.0,C4,0.0,0.0,1,18.957268116388427,36,1,172.06102794718578
28479,8554957,20550.0,20550.0, 36 months,7.9,643.02,A,10+ years,OWN,45984.0,Verified,2013-11-01,Fully Paid,debt_consolidation,16.86,0.0,1990-09-01,12.0,0.0,23183.0,31.7,23074.4,2016-05-01,0.0,0.0,56543.0,30.3,20550.0,0.0,100.0,34.0,A4,0.0,0.0,0,29.963654284482228,36,0,278.018029117641
278555,24676526,16400.0,16400.0, 60 months,15.61,395.43,D,2 years,OWN,42000.0,Not Verified,2014-08-01,Fully Paid,debt_consolidation,20.26,2.0,1995-04-01,20.0,0.0,19499.0,44.4,20495.71,2016-05-01,0.0,0.0,88700.0,54.0,16400.0,0.0,92.5,40.0,D1,2.0,0.0,0,20.994270929587877,60,0,232.0211914002341
81626,5155829,15250.0,15250.0, 36 months,12.12,507.4,B,10+ years,RENT,60000.0,Source Verified,2013-06-01,Fully Paid,debt_consolidation,31.2,0.0,1989-01-01,11.0,0.0,11741.0,39.4,17708.4900039341,2015-03-01,0.0,0.0,46494.0,40.9,15200.0,0.0,100.0,19.0,B3,0.0,0.0,0,20.961416045504013,36,0,292.96700137579825
222318,33310953,28000.0,28000.0, 36 months,15.61,979.02,D,10+ years,MORTGAGE,270000.0,Verified,2014-11-01,Fully Paid,debt_consolidation,25.4,0.0,1977-09-01,20.0,0.0,111218.0,81.0,29605.33,2015-03-01,0.0,0.0,487139.0,99.0,27950.0,0.0,100.0,36.0,D1,0.0,0.0,0,3.942586090063451,36,0,446.00505143842787
12586,9226109,10000.0,10000.0, 36 months,12.99,336.9,B,,RENT,50000.0,Verified,2013-12-01,Fully Paid,debt_consolidation,22.35,0.0,1999-11-01,7.0,0.0,8692.0,38.8,11262.9799999983,2015-01-01,0.0,0.0,42961.0,36.0,10000.0,2.0,96.4,28.0,B4,0.0,0.0,0,13.010534097209389,36,0,169.0055237273866
412742,10675827,11200.0,11200.0, 60 months,13.53,257.89,B,10+ years,MORTGAGE,68000.0,Verified,2014-01-01,Fully Paid,debt_consolidation,11.24,1.0,1975-07-01,10.0,1.0,870.0,2.9,13198.8800075885,2015-06-01,0.0,0.0,137265.0,2.3,11200.0,0.0,87.9,34.0,B5,0.0,4153.0,0,16.95312018727284,60,0,462.07108975543645
307647,17333434,35000.0,35000.0, 36 months,9.17,1115.77,B,2 years,MORTGAGE,120000.0,Verified,2014-07-01,Fully Paid,credit_card,14.6,0.0,1999-09-01,12.0,0.0,40461.0,79.8,38986.91,2016-02-01,0.0,0.0,413980.0,85.7,35000.0,2.0,93.1,29.0,B1,0.0,0.0,0,19.055832768640013,36,0,177.97490708228096
93087,5205007,18000.0,18000.0, 36 months,16.29,635.41,C,4 years,RENT,125000.0,Verified,2013-05-01,Fully Paid,debt_consolidation,14.84,0.0,2002-02-01,12.0,1.0,16563.0,73.6,22832.4100091772,2016-02-01,0.0,0.0,42409.0,84.3,18000.0,0.0,100.0,25.0,C4,0.0,0.0,0,33.05201338836527,36,0,134.93500893242162
421460,10170960,7000.0,7000.0, 36 months,7.62,218.13,A,10+ years,RENT,65000.0,Source Verified,2014-01-01,Fully Paid,debt_consolidation,18.34,1.0,1989-10-01,15.0,0.0,15036.0,24.2,7655.6800017787,2015-08-01,0.0,0.0,45234.0,24.5,7000.0,1.0,95.7,26.0,A3,0.0,0.0,0,18.957268116388427,36,0,291.0285632148504
91334,3366599,21000.0,21000.0, 60 months,22.95,591.4,F,10+ years,MORTGAGE,92000.0,Verified,2013-06-01,Fully Paid,debt_consolidation,18.39,0.0,1993-05-01,10.0,0.0,28876.0,59.5,31149.0499999999,2015-12-01,0.0,0.0,382945.0,81.8,21000.0,5.0,100.0,43.0,F1,0.0,0.0,0,29.99650916856609,60,0,241.0234296392123
221221,31397059,12000.0,12000.0, 36 months,7.12,371.19,A,2 years,MORTGAGE,70000.0,Not Verified,2014-11-01,Fully Paid,debt_consolidation,16.99,0.0,2003-03-01,12.0,0.0,9534.0,23.4,12349.97,2015-06-01,0.0,0.0,309916.0,23.4,12000.0,0.0,100.0,15.0,A3,0.0,0.0,0,6.965235425778763,36,0,140.0603708495041
93465,4156349,18000.0,18000.0, 36 months,8.9,571.56,A,5 years,MORTGAGE,40000.0,Source Verified,2013-05-01,Fully Paid,home_improvement,18.36,2.0,1988-11-01,18.0,0.0,22686.0,41.6,20560.5600115267,2016-03-01,0.0,0.0,27920.0,51.4,17950.0,0.0,84.0,26.0,A5,0.0,0.0,0,34.004805026797264,36,0,293.9526478983141
136785,2380920,12375.0,12375.0, 36 months,14.33,424.94,C,7 years,RENT,55000.0,Verified,2012-12-01,Fully Paid,debt_consolidation,5.47,0.0,1995-01-01,9.0,0.0,9601.0,48.2,15217.7210139292,2015-06-01,0.0,0.0,9961.0,52.7,12375.0,2.0,93.0,15.0,C1,0.0,0.0,0,29.963654284482228,36,0,215.00236144479354
92176,5434622,17475.0,17475.0, 36 months,11.14,573.27,B,10+ years,OWN,50000.0,Not Verified,2013-05-01,Fully Paid,debt_consolidation,24.7,0.0,1989-11-01,16.0,0.0,15317.0,73.3,20493.9000030191,2015-10-01,0.0,0.0,31305.0,72.2,17475.0,0.0,100.0,28.0,B2,0.0,0.0,0,29.010862646050228,36,0,281.96061520770445
104049,4295034,13600.0,13600.0, 36 months,17.77,490.11,D,2 years,MORTGAGE,60000.0,Source Verified,2013-04-01,Fully Paid,debt_consolidation,19.44,0.0,2001-07-01,11.0,0.0,8280.0,43.8,16448.62,2014-10-01,0.0,0.0,173771.0,78.9,13600.0,4.0,100.0,17.0,D1,0.0,0.0,0,18.004476477956427,36,0,141.01316248793609
10821,9294817,20425.0,20425.0, 36 months,9.67,655.9,B,3 years,RENT,46725.0,Verified,2013-12-01,Fully Paid,credit_card,10.81,0.0,1995-03-01,8.0,0.0,17370.0,51.4,23313.5699933534,2016-01-01,0.0,0.0,17370.0,86.1,20375.0,0.0,100.0,28.0,B1,0.0,0.0,0,25.002566787819053,36,0,225.05595597445532
374080,13347815,7800.0,7800.0, 36 months,12.99,262.78,B,1 year,RENT,54080.0,Source Verified,2014-04-01,Charged Off,debt_consolidation,14.38,0.0,2010-02-01,5.0,0.0,5836.0,95.7,4935.39,2015-08-01,730.91,0.0,22107.0,95.7,7800.0,0.0,100.0,6.0,B5,0.0,0.0,1,16.000328548840837,36,1,49.93942380747038
146999,1628204,11175.0,11175.0, 36 months,10.16,361.43,B,8 years,RENT,51580.0,Verified,2012-11-01,Fully Paid,credit_card,29.41,0.0,2000-11-01,11.0,0.0,33782.0,84.5,12947.7900092096,2015-04-01,0.0,0.0,81671.0,88.7,11175.0,0.0,100.0,14.0,B1,0.0,0.0,0,28.945152877882503,36,0,144.00295693956755
151747,1576858,10400.0,10400.0, 36 months,17.77,374.79,D,10+ years,OWN,65000.0,Not Verified,2012-10-01,Fully Paid,credit_card,11.94,1.0,1996-05-01,10.0,0.0,28229.0,88.2,10705.2609192172,2012-12-01,0.0,0.0,29352.0,88.2,10400.0,0.0,91.0,24.0,D1,0.0,0.0,0,2.0041479291155877,36,0,197.03073985092095
333293,17944497,4800.0,4800.0, 36 months,8.39,151.28,A,2 years,RENT,75000.0,Not Verified,2014-06-01,Fully Paid,debt_consolidation,6.53,0.0,2004-03-01,9.0,0.0,4015.0,17.8,5043.15,2015-08-01,0.0,0.0,32762.0,17.8,4800.0,0.0,93.3,15.0,A5,0.0,0.0,0,13.996180619725251,36,0,123.00868600997967
134614,2754623,11000.0,11000.0, 36 months,12.12,365.99,B,4 years,MORTGAGE,65000.0,Source Verified,2012-12-01,Fully Paid,debt_consolidation,19.98,0.0,2003-09-01,9.0,0.0,5083.0,47.5,13175.5617458304,2015-12-01,0.0,0.0,265482.0,40.7,11000.0,2.0,95.0,23.0,B3,0.0,0.0,0,35.97609807182899,36,0,111.01665331937001
92300,4777480,13200.0,13200.0, 60 months,20.49,353.33,E,2 years,MORTGAGE,50000.0,Source Verified,2013-05-01,Fully Paid,home_improvement,14.88,0.0,1989-12-01,8.0,1.0,6295.0,52.5,18840.85,2015-12-01,0.0,0.0,25662.0,46.7,13200.0,0.0,90.0,26.0,E1,0.0,0.0,0,31.015010575165814,60,0,280.9749686851886
262547,27671754,24000.0,24000.0, 36 months,10.99,785.62,B,3 years,RENT,160000.0,Verified,2014-09-01,Fully Paid,credit_card,11.58,0.0,1989-10-01,12.0,1.0,15426.0,58.4,25156.31,2015-03-01,0.0,0.0,44871.0,55.5,24000.0,0.0,100.0,22.0,B3,0.0,0.0,0,5.946734019179039,36,0,299.0123000472289
49658,7091889,10000.0,10000.0, 36 months,9.71,321.32,B,3 years,RENT,50000.0,Source Verified,2013-09-01,Charged Off,debt_consolidation,14.4,0.0,1993-12-01,6.0,0.0,13220.0,60.3,8994.91,2016-01-01,0.0,0.0,237046.0,68.0,9950.0,3.0,87.0,32.0,B1,0.0,0.0,1,27.992361239450503,36,1,237.01513378098113
199733,33130672,8000.0,8000.0, 36 months,12.39,267.21,C,10+ years,RENT,52000.0,Not Verified,2014-11-01,Charged Off,debt_consolidation,7.88,0.0,1997-01-01,9.0,0.0,7624.0,52.6,3051.89,2015-07-01,1186.93,0.0,16858.0,53.7,8000.0,3.0,100.0,14.0,C1,0.0,0.0,1,7.950881948294626,36,1,213.9838600381938
104262,4310755,8000.0,8000.0, 36 months,8.9,254.03,A,1 year,MORTGAGE,80000.0,Not Verified,2013-04-01,Fully Paid,debt_consolidation,17.24,0.0,2000-05-01,12.0,0.0,7733.0,49.6,9144.9030870442,2016-04-01,0.0,0.0,305123.0,56.0,8000.0,1.0,85.0,40.0,A5,0.0,0.0,0,36.008952955912854,36,0,155.00934310766135
414965,10617927,17000.0,17000.0, 60 months,23.4,483.16,E,10+ years,MORTGAGE,66000.0,Source Verified,2014-01-01,Fully Paid,debt_consolidation,16.9,1.0,1993-02-01,9.0,0.0,7855.0,85.4,24123.0799636788,2016-01-01,0.0,0.0,131396.0,105.8,17000.0,0.0,84.1,44.0,E5,0.0,0.0,0,23.984065381219327,60,0,250.9784595166225
8437,9745392,28000.0,28000.0, 36 months,8.9,889.09,A,4 years,MORTGAGE,202000.0,Verified,2013-12-01,Fully Paid,debt_consolidation,7.76,0.0,1987-10-01,13.0,0.0,34974.0,41.3,30688.02,2015-03-01,0.0,0.0,409690.0,43.2,28000.0,1.0,100.0,41.0,A5,0.0,0.0,0,14.948972258157252,36,0,314.0269820735539
54441,6928903,10000.0,10000.0, 36 months,17.56,359.33,D,2 years,MORTGAGE,40000.0,Source Verified,2013-09-01,Fully Paid,credit_card,15.63,0.0,2005-04-01,8.0,0.0,6515.0,76.6,12430.57,2015-07-01,0.0,0.0,91878.0,81.4,10000.0,1.0,100.0,14.0,D1,0.0,108.0,0,21.947062568019877,36,0,101.02876855787594
78367,5967543,9450.0,9450.0, 36 months,21.6,358.95,E,9 years,MORTGAGE,98000.0,Verified,2013-07-01,Fully Paid,other,24.96,1.0,2001-06-01,10.0,0.0,4245.0,64.3,12848.49,2016-02-01,0.0,0.0,49187.0,65.4,9450.0,3.0,87.0,32.0,E3,0.0,0.0,0,31.047865459249678,36,0,144.9886034620834
90748,5524624,22550.0,22550.0, 60 months,16.29,551.86,C,5 years,RENT,63000.0,Source Verified,2013-06-01,Fully Paid,debt_consolidation,23.39,0.0,2001-03-01,19.0,0.0,9943.0,80.2,30733.9800351953,2016-03-01,0.0,0.0,72818.0,90.4,22500.0,0.0,100.0,23.0,C4,0.0,0.0,0,32.98630362019754,60,0,147.02560627528285
119708,3384449,8875.0,8875.0, 36 months,12.12,295.29,B,10+ years,MORTGAGE,32000.0,Verified,2013-03-01,Fully Paid,debt_consolidation,13.57,1.0,1985-11-01,6.0,0.0,6371.0,25.1,10537.8999990033,2015-05-01,0.0,0.0,171046.0,26.6,8825.0,1.0,92.0,25.0,B3,0.0,0.0,0,25.988213310334913,36,0,327.9574529251114
223960,33059993,4500.0,4500.0, 36 months,9.17,143.46,B,3 years,RENT,43000.0,Verified,2014-10-01,Fully Paid,major_purchase,19.03,0.0,2003-05-01,15.0,0.0,1742.0,6.8,4555.31,2015-02-01,0.0,0.0,90381.0,17.1,4500.0,2.0,100.0,53.0,B1,0.0,0.0,0,4.041150742315037,36,0,137.0377215137888
160188,1475970,13000.0,13000.0, 36 months,19.05,476.86,D,10+ years,MORTGAGE,125000.0,Not Verified,2012-08-01,Fully Paid,credit_card,5.58,0.0,1996-10-01,9.0,1.0,17408.0,63.1,16434.9819902443,2014-06-01,0.0,0.0,17408.0,98.0,13000.0,0.0,92.0,26.0,D4,0.0,0.0,0,21.979917452103738,36,0,189.99979465697447
351291,15711526,6500.0,6500.0, 36 months,8.9,206.4,A,10+ years,RENT,35000.0,Not Verified,2014-05-01,Fully Paid,credit_card,25.75,0.0,2001-07-01,13.0,0.0,9727.0,39.7,7226.95,2015-12-01,0.0,0.0,30574.0,29.0,6500.0,0.0,100.0,36.0,A5,0.0,449.0,0,19.022977884556152,36,0,153.9908417010616
321850,19516532,2500.0,2500.0, 36 months,10.99,81.84,B,10+ years,MORTGAGE,130000.0,Source Verified,2014-06-01,Fully Paid,home_improvement,12.25,0.0,1985-02-01,7.0,2.0,5018.0,61.2,2825.8083779487,2016-06-01,0.0,0.0,248926.0,85.5,2500.0,0.0,91.3,23.0,B3,0.0,0.0,0,24.016920265303188,36,0,351.94151830633075
131707,3054727,20500.0,20500.0, 36 months,6.62,629.43,A,,MORTGAGE,106000.0,Source Verified,2013-01-01,Fully Paid,credit_card,10.34,0.0,2001-07-01,8.0,0.0,23553.0,52.8,21135.861874975602,2013-07-01,0.0,0.0,405527.0,58.9,20500.0,2.0,100.0,30.0,A2,0.0,0.0,0,5.946734019179039,36,0,138.0562229203885
140875,2215622,20000.0,20000.0, 36 months,21.0,753.51,E,2 years,RENT,186000.0,Verified,2012-11-01,Fully Paid,debt_consolidation,15.98,0.0,1986-03-01,22.0,0.0,45807.0,73.3,27154.85,2015-12-01,0.0,0.0,83057.0,83.7,19950.0,0.0,87.0,47.0,E2,0.0,0.0,0,36.96174459434485,36,0,320.0722807449845
108955,4125435,22000.0,22000.0, 36 months,8.9,698.58,A,10+ years,RENT,111400.0,Verified,2013-04-01,Fully Paid,debt_consolidation,14.53,0.0,1993-03-01,9.0,0.0,33066.0,77.6,25142.3399764275,2016-02-01,0.0,0.0,33066.0,83.6,22000.0,0.0,100.0,22.0,A5,0.0,0.0,0,34.037659910881125,36,0,241.0234296392123
42335,7381616,7200.0,7200.0, 36 months,11.99,239.11,B,10+ years,MORTGAGE,57000.0,Verified,2013-10-01,Charged Off,debt_consolidation,2.53,0.0,1994-09-01,11.0,1.0,1210.0,2.3,5260.22,2015-08-01,0.0,0.0,184503.0,2.4,7200.0,0.0,92.0,29.0,B3,0.0,0.0,1,21.979917452103738,36,1,228.99854206451877
262363,27720895,17800.0,17800.0, 36 months,10.99,582.67,B,< 1 year,RENT,70000.0,Not Verified,2014-09-01,Fully Paid,debt_consolidation,17.2,0.0,2006-05-01,15.0,0.0,17627.0,88.6,19627.53,2015-10-01,0.0,0.0,90854.0,101.3,17800.0,0.0,100.0,27.0,B3,0.0,0.0,0,12.977679213125526,36,0,100.04312203536007
139235,2297373,21250.0,21250.0, 60 months,15.8,514.51,C,10+ years,MORTGAGE,48000.0,Verified,2012-12-01,Charged Off,debt_consolidation,20.41,0.0,1999-10-01,14.0,0.0,9456.0,42.8,18340.05,2015-08-01,1881.33,0.0,122141.0,44.4,21250.0,2.0,97.0,36.0,C3,0.0,0.0,1,31.967802213597814,60,1,158.03199244337665
120249,3299845,21000.0,21000.0, 36 months,8.9,666.82,A,1 year,MORTGAGE,135000.0,Not Verified,2013-03-01,Fully Paid,credit_card,12.12,0.0,1997-04-01,14.0,0.0,40282.0,87.8,23935.7300029358,2015-10-01,0.0,0.0,234315.0,93.9,21000.0,0.0,100.0,37.0,A5,0.0,0.0,0,31.015010575165814,36,0,190.98544117949035
71782,6305508,35000.0,35000.0, 60 months,22.2,970.65,E,< 1 year,RENT,95000.0,Verified,2013-07-01,Charged Off,credit_card,12.42,0.0,1999-01-01,14.0,1.0,5664.0,24.6,10556.12,2014-01-01,4739.66,0.0,34376.0,24.6,35000.0,0.0,100.0,51.0,E4,0.0,0.0,1,6.045298671430625,60,1,173.96661122404979
282064,22041628,21750.0,21750.0, 60 months,20.99,588.29,E,10+ years,RENT,54500.0,Source Verified,2014-08-01,Charged Off,debt_consolidation,34.68,1.0,2000-07-01,13.0,0.0,18619.0,75.4,7059.48,2015-08-01,0.0,0.0,55070.0,98.3,21750.0,0.0,94.4,18.0,E4,0.0,0.0,1,11.992032690609664,60,1,169.0055237273866
30386,8275724,20000.0,20000.0, 60 months,17.1,498.13,C,10+ years,MORTGAGE,74000.0,Verified,2013-10-01,Fully Paid,debt_consolidation,27.06,0.0,1992-04-01,9.0,0.0,32565.0,85.0,20285.0698495223,2013-12-01,0.0,0.0,120972.0,89.3,20000.0,1.0,100.0,28.0,C5,0.0,0.0,0,2.0041479291155877,60,0,258.009404710569
387377,12646256,9000.0,9000.0, 36 months,12.49,301.04,B,10+ years,RENT,25000.0,Verified,2014-03-01,Fully Paid,debt_consolidation,16.61,0.0,2003-10-01,7.0,0.0,9285.0,68.8,10034.0000048401,2015-03-01,0.0,0.0,20964.0,85.4,9000.0,0.0,100.0,12.0,B4,0.0,0.0,0,11.992032690609664,36,0,124.9799790550114
346544,14498834,3000.0,3000.0, 36 months,15.61,104.9,D,10+ years,MORTGAGE,54828.0,Source Verified,2014-05-01,Fully Paid,vacation,10.31,0.0,2005-09-01,12.0,0.0,3760.0,83.6,3610.13,2016-01-01,0.0,0.0,150191.0,89.3,3000.0,2.0,93.3,15.0,D1,0.0,0.0,0,20.041479291155877,36,0,103.95285324133965
374280,13277626,17100.0,17100.0, 36 months,19.99,635.42,E,,OWN,43000.0,Verified,2014-04-01,Charged Off,credit_card,18.03,0.0,1972-08-01,6.0,0.0,18799.0,100.0,7625.04,2015-04-01,0.0,0.0,22103.0,100.6,17100.0,2.0,100.0,11.0,E1,0.0,0.0,1,11.992032690609664,36,1,499.9856259882133
