home_ownership,income,dti,fico_low,loan_status
0,50,22.23,665,0
1,25,33.22,660,0
1,82,34.48,670,0
0,35,4.46,730,0
0,103.2,23,715,0
0,11.652,14.42,670,0
0,68,15.8,695,0
0,43,2.9,705,0
1,39,22.77,670,0
0,56,15.3,690,0
0,45.403,24.24,665,0
0,20,12.97,705,0
0,76,25.21,715,0
1,20.848,34.16,665,0
1,125,10.74,665,0
1,28,7.93,685,0
0,38,30.48,690,0
0,38.4,34.63,675,0
0,42,7.23,660,0
0,62.436,19.97,670,0
1,70,6.58,695,0
1,77.25,15.15,670,0
1,136,14.72,675,0
0,38.925,21.06,680,0
1,85,26.43,685,0
0,55,21.91,670,0
1,80,25.58,750,0
0,33.28,22.9,715,0
0,34,33.71,685,0
1,152.838,32.88,705,0
0,52,13.59,660,0
1,52,21.6,710,0
0,60,15.5,660,0
0,24.8,23.33,690,0
1,200,7.44,675,0
0,35,36.9,660,0
1,60,13.52,690,0
1,84,17.13,675,0
1,50,15.89,715,0
0,35,33.02,670,0
1,70,8.73,765,0
1,63,39.72,705,0
1,72,10.22,685,0
1,40,23.55,740,0
0,69.8,29.38,685,0
1,61,22.58,750,0
1,71.75,20.25,665,0
0,29,28.1,675,0
0,64,18.34,665,0
1,85,19.98,690,0
0,56,22.65,670,0
0,92,20.62,720,0
1,74,23.35,710,0
1,148,12.32,770,0
1,37,7.36,715,0
1,40,25.47,695,0
0,120,21.17,670,0
0,64,0.51,660,0
0,74,28.4,675,0
0,95.704,37.2,680,0
1,55,26.34,680,0
0,36.6,25.61,750,0
1,45,12.14,665,0
1,48,17.23,660,0
1,75,19.02,680,0
0,56,4.99,685,0
0,125,20.97,680,0
0,73,21.54,670,0
1,110,34.97,680,0
0,31.6,6.08,660,0
1,66,17.16,730,0
0,11.592,20.91,690,0
0,75,32.16,670,0
0,46.5,12.59,675,0
0,42,26.17,680,0
1,36,28.97,725,0
0,49.25,7.6,685,0
0,85,20.8,660,0
1,25,12.05,690,0
1,25,27.03,700,0
1,44.429,23.34,660,0
1,45,26.32,670,0
0,120,20.36,690,0
1,120,25.73,680,0
1,40,10.74,670,0
1,25,31.64,660,0
0,70.82,26.06,735,0
1,53.82,23.79,715,0
1,75,29.95,685,0
0,75,34.41,675,0
1,41,11.68,720,0
1,60,35.1,720,0
1,66,30.87,695,0
1,39,23.37,670,0
0,80,13.26,700,0
1,80,20.21,685,0
1,40,25.89,695,0
1,98,29.21,680,0
1,33,18.69,665,0
0,38,22.9,660,0
0,70,23.8,675,0
1,150,15.81,675,0
0,35,21.25,660,0
0,80,19.59,695,0
0,27,9.02,680,0
0,36,20.07,660,0
1,65,31.04,690,0
0,46.8,30.09,705,0
1,65,16.64,695,0
1,46,39.29,680,0
0,41,27.49,665,0
0,53,17.58,695,0
1,72,13.72,685,0
1,37.73283,5.88,770,0
1,45,22.37,700,0
1,70,22.42,710,0
0,40,14.64,665,0
1,30,28.32,695,0
1,31.6,24.19,670,0
1,34.8,13.86,660,0
0,59.6,27.16,705,0
1,300,20.9,675,0
1,72,22.02,670,0
0,69,20.87,675,0
1,73,32.85,670,0
1,150,15.06,675,0
1,105,27.54,670,0
1,95,14.32,685,0
1,130,12.63,665,0
1,46,19.2,665,0
0,42.2,24.23,685,0
1,52,15.9,670,0
1,80,15.14,680,0
1,45,24.32,685,0
1,38.934,29.9,675,0
1,47.385,37.08,675,0
0,45,8.93,675,0
1,88,16.81,700,0
1,85.125,14.56,675,0
1,70,8.63,665,0
1,21,11.49,680,0
1,80,14.15,745,0
1,98,11.02,715,0
0,40,18.97,670,0
1,52,12.07,670,0
0,45,26,670,0
0,65,13.66,670,0
1,75,16.82,695,0
0,45.5,17.04,715,0
0,149,18.56,745,0
0,45,11.79,660,0
0,30,27.56,705,0
0,33.28,29.28,665,0
1,130,27.34,675,0
0,50,19.9,665,0
0,95,16.09,690,0
0,42,36.43,690,0
1,109,10.47,660,0
1,86,15.11,680,0
0,111.5,28.55,675,0
1,42,32.23,670,0
1,55,19.92,665,0
1,55,26.99,675,0
1,80,23.51,660,0
0,80,13.62,680,0
1,38.5,22.88,695,0
0,137,6.44,740,0
1,186,27.65,705,0
1,97,27.24,695,0
1,22,32.46,725,0
0,55,22.32,665,0
0,48,20.75,670,0
0,75,12.35,660,0
1,56,14.77,660,0
0,48.45,24.7,685,0
1,60,15.8,660,0
1,58,14.09,695,0
0,64.8,31.76,670,0
0,66,14.67,715,0
0,63,17.08,680,0
1,150,10.9,675,0
1,103,12.15,740,0
0,29.361,17.62,695,0
1,65,31.26,660,0
1,101,19.65,670,0
1,135,27.61,660,0
1,90,23.08,720,0
1,70,21.96,675,0
1,75,9.98,685,0
0,92.5,25.06,675,0
1,30,26.72,670,0
0,48,28.48,670,0
0,185,19.02,695,0
1,62,33.04,725,0
0,30,29.6,670,0
0,41,12.96,660,0
1,116,20.87,675,0
0,83.5,21.31,670,0
1,95,11.85,660,0
0,65,35.1,720,0
1,55,23.19,680,0
1,50,13.75,705,0
0,25,34.52,690,0
0,25,15.6,680,0
0,60,22.12,685,0
1,80,11.52,665,0
1,53,21.99,670,0
0,37.983,10.17,665,0
1,54.568,20.78,660,0
0,55,29.75,660,0
0,37.8,22.95,705,0
0,90,27.82,675,0
1,95,21.83,700,0
0,134,8.62,675,0
0,50,22.37,675,0
0,120,9.52,755,0
1,45,6.16,660,0
1,214.4,13.47,735,0
1,90,38.52,705,0
1,46,20.06,675,0
1,70,26.42,660,0
1,45,16.67,675,0
1,30,30.76,670,0
0,50,20.64,715,0
0,25,29.09,670,0
0,16.92,23.82,670,0
0,36,15.93,695,0
1,135,20.18,660,0
1,65.071,30.12,670,0
1,60,13.5,660,0
1,58,24.37,670,0
1,33.2384,20.51,685,0
1,72.5,10.96,700,0
1,85,25.61,675,0
0,35,25.07,700,0
0,25,24.58,665,0
0,55,31.83,660,0
1,65,27.14,725,0
1,65,29.97,690,0
1,142,11.45,690,0
0,100,28.24,745,0
0,66.5,32.14,700,0
1,54,23.26,705,0
0,25,26.64,690,0
1,70,39.05,680,0
0,45,1.33,725,0
1,22.5,26.83,665,0
0,50,36.34,680,0
1,80,27.72,660,0
0,44,28.21,670,0
0,81.5,12.36,690,0
1,74,29.27,670,0
0,65,21.21,670,0
1,54,19.89,685,0
1,69.64,30.43,660,0
0,30.72,40.13,700,0
1,75,13.18,705,0
0,65,34.82,695,0
0,97.6,16.23,665,0
1,78,30.94,690,0
0,42,19.33,665,0
1,90,11.31,665,0
1,100,5.15,685,0
1,148.676,10.31,705,0
0,90,13.95,680,0
1,45,22.53,725,0
1,250,9.11,705,0
1,54,27.24,695,0
1,66.491,38.48,690,0
1,59.826,24.47,675,0
1,83,15.66,690,0
1,50,22.68,685,0
0,45,28.13,675,0
0,42,18.79,685,0
1,49,34.12,690,0
0,65,28.79,660,0
1,38,27.07,690,0
0,56,34.08,700,0
1,110,17.4,665,0
0,45,5.84,690,0
0,93.8,12.15,705,0
1,42,16.23,665,0
1,90,29.65,700,0
0,110,12.23,685,0
1,137.4,19.57,690,0
1,78,20.82,710,0
1,62,19.05,660,0
1,33.9,20.46,660,0
0,100,15.91,660,0
0,60.924,24.27,685,0
0,120,23.92,725,0
1,38,19.42,665,0
1,80,11.13,760,0
1,60,17.36,690,0
1,60,27.34,690,0
0,14,28.04,670,0
0,30,26.04,700,0
0,15.6,126.38,680,0
0,60,24.64,700,0
1,135,15.87,700,0
0,75,23.92,685,0
1,75,14.41,690,0
1,191,21.89,725,0
0,60,29.3,690,0
1,81,11.21,705,0
0,69,18.82,690,0
0,66,17.33,665,0
0,43,17.11,680,0
0,45.21,28.32,665,0
0,37,7.01,665,0
1,30.2,24.96,710,0
1,80,7.76,680,0
1,42,10.8,675,0
1,60,12.94,665,0
0,39,30.12,675,0
1,150,23.18,745,0
0,300,9.25,710,0
1,40,35.76,660,0
0,35,21.64,740,0
0,27.04,24.77,670,0
1,155,28.72,665,0
1,75,9.2,660,0
1,59.6,7.27,685,0
1,60,32.84,680,0
1,70,11.26,660,0
0,64,25.15,685,0
0,47.631,23.24,690,0
0,17,32.12,660,0
0,103,22.79,760,0
0,52,21.97,700,0
0,70,20.33,665,0
1,60,18,745,0
1,39,31.6,675,0
0,40,17.25,670,0
1,90,21.45,660,0
0,40,30.09,670,0
1,66,7.75,725,0
0,52,35.15,705,0
0,45,30.8,675,0
0,45,31.62,675,0
0,65,21.73,680,0
1,30,26.16,675,0
1,40,14.22,720,0
1,82,29.65,675,0
0,80,16.89,700,0
1,59,7.08,660,0
0,23,25.3,660,0
1,52.525,15.06,685,0
1,45.6,20.11,685,0
1,75,28.2,680,0
1,45,10.51,660,0
0,60,46.02,665,0
1,60,11.06,735,0
0,39.5,12.16,665,0
0,156,0.79,775,0
1,55,33.4,670,0
0,35,27.57,705,0
1,250,20.15,770,0
1,120,29.81,675,0
1,18.233,35.15,665,0
1,90.2,22.12,695,0
1,60,25.28,660,0
1,42,17.17,670,0
1,115,17.76,670,0
0,41.3,25.37,660,0
1,83,15.42,685,0
1,90,17.47,685,0
1,87,25.15,710,0
1,36,25.3,685,0
0,36.5,15.32,745,0
1,100,18.8,705,0
1,48,27.88,705,0
0,90.908,18.62,690,0
1,145,19.89,690,0
0,30.72,6.99,705,0
0,31,4.53,710,0
0,45,16.77,695,0
1,60,26.94,665,0
0,50,19.01,685,0
1,137,23.46,695,0
1,60,21.9,785,0
0,31,9.18,690,0
0,42,19.06,675,0
0,120,22.23,685,0
0,40,25.68,685,0
1,35,27.7,660,0
1,83,30.91,705,0
0,35.1,24.65,700,0
1,186.472,14.89,675,0
1,53,12.88,660,0
0,30,19.96,690,0
0,65,29.84,680,0
1,30,35,660,0
0,80,21.54,660,0
0,66.15,32.84,710,0
0,31.2,20.38,695,0
1,131.3,11.35,695,0
1,133,10.9,715,0
0,87.996,19.5,715,0
1,120,15.66,705,0
0,60,22.84,690,0
1,73,14.19,665,0
1,47.7776,23.79,695,0
0,40,22.92,680,0
0,56,32.15,660,0
1,100,6.07,715,0
1,95,16.69,680,0
0,130,6.42,745,0
1,60,23.24,735,0
0,63,12.51,690,0
1,14.4,31.83,670,0
1,105,11.17,660,0
1,65,30.04,715,0
0,70,17.26,660,0
0,75,4.94,675,0
1,60,32.68,665,0
0,57.8,18.54,660,0
1,85,20.3,705,0
0,125,15.99,710,0
1,41,12.62,720,0
0,60,16.14,660,0
1,80,25.11,665,0
0,85,24.02,780,0
1,110,20.03,665,0
0,41,18.18,695,0
0,70,16.84,660,0
0,42.066,10.18,665,0
0,40,11.97,670,0
0,80,5.36,660,0
1,100,26.63,690,0
1,48,20.45,685,0
0,60,27.06,700,0
1,37,9.41,690,0
1,50,26.07,675,0
0,67.858,26.72,685,0
0,50.4,19.6,765,0
1,50,34.42,670,0
1,95,16.14,675,0
0,75,16.48,660,0
0,67.5,5.17,665,0
0,33,38.73,670,0
1,82,25.9,680,0
0,55,31.62,665,0
0,23.8,36.46,675,0
0,40,12.51,750,0
0,46,35.59,670,0
0,108,11.1,660,0
0,37.72,11.48,685,0
1,62,26.85,660,0
0,40,21.75,680,0
1,50.46562,13.03,675,0
1,68,11.97,715,0
0,20.65,33.14,680,0
1,80,16.37,715,0
0,11.832,19.07,675,0
1,80,12.49,665,0
1,90,12.47,660,0
1,50,16.18,680,0
0,60,13.45,685,0
0,70,22.15,705,0
1,52,5.91,665,0
1,37.752,29.43,670,0
1,81.4,18.23,715,0
0,39,32.15,675,0
0,80.05,16.28,690,0
0,28,31.54,680,0
1,44.4,20.7,665,0
1,42.90816,35.8,700,0
1,12,54.5,660,0
1,74.4,12.21,700,0
1,46,7.77,675,0
0,50,29.31,665,0
0,50,17.11,665,0
1,97.5,1.16,665,0
0,250,23.31,715,0
0,40,29.43,680,0
1,90,25.99,680,0
0,30,35.8,680,0
0,27.5,22.22,685,0
1,204,30.84,690,0
1,50,19.68,665,0
0,40.668,22.9,695,0
1,65,17.17,685,0
1,50,15.96,730,0
0,64,18.06,660,0
1,102,28.56,665,0
0,42,26.06,665,0
1,130,24.81,695,0
0,30,28.32,660,0
0,40,19.2,665,0
1,54.5,16.32,725,0
0,27.9,21.72,670,0
1,32.76,16.48,675,0
0,110,22.06,675,0
1,250,11.25,715,0
0,65,20.88,710,0
0,33,17.75,660,0
1,80,24.44,715,0
0,22,14.13,680,0
1,38,34.49,660,0
0,65,19.89,680,0
1,91.85184,16.89,755,0
0,42,8.45,710,0
0,60,1.36,675,0
0,55,22.56,670,0
1,45,28.03,685,0
0,53,14.31,685,0
0,42,20.14,675,0
1,65,20.11,680,0
1,82,39.2,660,0
0,30,26.92,685,0
1,17,34.96,660,0
0,58,14.94,715,0
1,80,16.25,695,0
1,58.8,11.06,695,0
1,85,20.05,675,0
1,47,26.05,715,0
0,48,39.22,710,0
0,60,18.1,680,0
0,43,38.43,675,0
0,89.6,22.92,660,0
0,27.35,13.16,675,0
1,64.8,29.23,705,0
1,45,15.76,675,0
0,30,10.51,670,0
0,48,24.8,740,0
0,79,39.86,670,0
0,60,29.78,680,0
0,45,21.33,665,0
0,115,3.81,670,0
1,100,19.6,715,0
1,105,15.34,660,0
1,196,7.71,695,0
1,89,17.92,730,0
1,60,5.58,685,0
0,60,12.56,665,0
0,80,27.69,680,0
0,26,36.29,665,0
1,100,20.16,700,0
1,92,18.93,660,0
1,65,27.31,725,0
1,155,14.08,695,0
0,67,29.14,665,0
1,58,11.77,670,0
1,60,15.88,665,0
1,74,30.25,660,0
1,76.668,19.42,670,0
1,70,16.55,660,0
0,112.2,17.38,670,0
1,84.45,22.01,690,0
1,80,46.85,660,0
0,38,19.55,695,0
0,62.24,12,710,0
1,50,33.49,675,0
0,58,7.22,660,0
1,52,21,705,0
0,30,11.52,660,0
0,67,11.08,670,0
1,105,39.45,710,0
1,29,18.12,665,0
1,105,16.86,680,0
0,30,22.72,690,0
1,23.8,36.01,675,0
0,42,3.77,670,0
1,143.5,17.63,730,0
1,25.488,31.69,665,0
1,250,4.34,705,0
0,28.8,6.38,705,0
1,72,15.82,680,0
0,57,22.21,660,0
1,70,17.73,705,0
0,110,25.34,665,0
1,48,10.55,730,0
1,50,17.19,685,0
1,33.5,22.68,680,0
0,67,25.36,690,0
1,40,11.31,700,0
1,105,5.18,680,0
0,52,26.77,695,0
1,1000,2.66,685,0
1,150,18.86,665,0
0,156,12.29,670,0
1,82,11.97,695,0
1,135,9.22,665,0
1,80,15.42,700,0
1,260,17.42,710,0
0,48,18.23,660,0
0,60,18.85,695,0
0,12,10.1,695,0
0,38,48.37,715,0
1,81.117,8.51,670,0
1,68,22.61,700,0
0,47,17.54,675,0
0,21.651,30.71,700,0
1,70,20.66,670,0
0,106,7.26,670,0
0,73.572,18.15,705,0
0,120,4.5,690,0
1,32.043,21.39,680,0
1,33.715,23.6,665,0
1,32,30.03,710,0
0,40,13.9,665,0
0,40,15.69,670,0
0,110,14.72,715,0
0,20,11.82,660,0
1,67,27.59,680,0
1,45,21.65,720,0
0,120,4.38,800,0
1,97,13.61,700,0
0,52,16.32,695,0
1,86.5,26.89,685,0
1,300,14.43,665,0
0,100,23.59,715,0
0,40,9.48,725,0
1,55.46,6.82,695,0
0,55.62692,24.34,700,0
1,175,18.02,665,0
0,30,24.32,705,0
1,95,38.98,685,0
0,54,11.85,690,0
0,29,20.61,675,0
0,75,24.75,660,0
1,140,8.8,660,0
0,77,17.78,665,0
1,44,28.53,685,0
0,49.453,28.2,660,0
0,41,8.52,680,0
0,41,36.94,665,0
1,62.234,19.94,690,0
1,32,10.58,685,0
0,48,30.13,675,0
0,75,15.02,665,0
1,48,26.75,670,0
0,22,33.99,705,0
1,120,21.71,680,0
0,65,9.38,700,0
1,64,23.95,690,0
1,90,27.24,685,0
1,52,32.23,715,0
1,18.528,5.44,720,0
1,80,12.9,680,0
0,37.81232,34.78,660,0
1,30,13.64,720,0
1,143,14.96,670,0
0,100.6,38.03,660,0
1,38,15.48,690,0
1,80,15.47,715,0
0,23.04,12.66,710,0
1,200,7.64,700,0
0,28.8,28,675,0
1,95,27.82,680,0
1,50,3.7,695,0
1,75.2336,27.47,670,0
0,68,16.87,710,0
0,150,22.2,715,0
1,120,6.76,675,0
1,126,18.99,690,0
0,56.976,28.77,660,0
0,85,23.25,670,0
1,60.78,5.96,780,0
1,21,8.06,710,0
0,36,24,710,0
0,48,36.75,680,0
0,46.56,10.85,700,0
1,250,7.1,675,0
1,45,24.56,665,0
0,68.531,21.84,690,0
0,60,29.86,685,0
1,90,14.51,665,0
0,65,12.08,705,0
0,16,38.03,690,0
0,80,18.65,695,0
0,48,11.8,715,0
1,46,34.18,665,0
1,62,21.74,660,0
1,55,30.31,690,0
0,56,21.45,715,0
0,28.75,29.27,685,0
1,75,12.29,705,0
0,42.38939,18.15,680,0
0,54,24.2,660,0
0,58.5,30.91,680,0
1,92,13.38,685,0
1,51,26.99,740,0
0,34,13.31,680,0
0,45,4.11,685,0
0,40,33.63,685,0
0,47,37.05,705,0
0,47,6.87,695,0
0,27,21.12,700,0
0,70,23.26,680,0
1,105,32.08,680,0
1,31,13.63,745,0
1,157,16.87,700,0
1,43,9.46,660,0
0,57,22.88,665,0
1,100,33.77,685,0
0,19.35,17.98,695,0
1,87.5,17.47,790,0
1,85,20.34,715,0
0,50,13.25,665,0
0,41,19.41,665,0
1,90.65264,20.37,690,0
0,22.92,14.08,675,0
1,29,33.69,715,0
1,29,24.63,700,0
0,32,10.24,675,0
0,35,31.38,660,0
0,30,15.96,675,0
1,69.5,20.5,680,0
1,100,10.11,680,0
1,218,10.76,700,0
0,30,23.78,795,0
0,15.9,33.89,700,0
1,130,21.93,690,0
1,51,6.71,660,0
0,33.6,19.86,695,0
0,72,21.19,675,0
0,22,32.62,675,0
0,38,17.78,690,0
1,48,14.65,665,0
1,70,33.58,730,0
0,144,10.4,680,0
1,62,25.61,670,0
0,42,22.69,660,0
1,15,30.16,665,0
1,78,18.21,690,0
0,41,32.55,670,0
1,45,25.47,660,0
1,95,22.61,755,0
0,40,34.68,675,0
0,81,28.4,710,0
1,56,21.82,680,0
1,45,34.56,685,0
0,125,8.38,665,0
0,80,17.97,660,0
0,80.6,27.07,695,0
0,42,11.26,665,0
0,250,8.68,660,0
0,30,16.24,675,0
0,98,25.11,680,0
0,32.1408,9.3,715,0
1,65,3.08,665,0
1,66,12.64,690,0
1,65,1.07,695,0
1,146.46,19.01,675,0
1,71,13.34,660,0
0,155,21.52,660,0
1,120,11.28,725,0
0,68.64,16.94,705,0
1,60,24.36,695,0
0,43.6,10.8,740,0
0,30,9.28,730,0
1,79,22.41,730,0
1,90,14.56,665,0
1,62,25.99,675,0
0,30,16.8,760,0
1,180,2.16,725,0
0,45,15.22,680,0
1,34,32.23,670,0
0,80,18.64,705,0
1,69,19.04,690,0
0,110,31.73,660,0
1,95,15.12,675,0
1,90,9.65,675,0
1,62,20.73,665,0
1,62,17.19,670,0
1,55,33.01,660,0
0,29,33.93,680,0
1,60,23.1,665,0
1,35,3.84,700,0
1,100,3.37,720,0
0,85,14.12,675,0
0,150,11.06,670,0
1,41,9.17,700,0
1,350,1.4,715,0
0,43.256,30.76,680,0
0,60,21.68,710,0
0,45,8.92,695,0
0,38.75,16.85,665,0
1,30,29.96,670,0
0,40,23.1,675,0
0,46,16.64,665,0
0,40,12.48,680,0
1,65,27.86,700,0
1,92,3.59,675,0
0,110,2.82,665,0
1,43,12.14,665,0
0,34,23.09,670,0
0,75,11.57,695,0
0,91,6.7,660,0
1,165,26.1,680,0
1,55,19.35,665,0
1,50,20.74,665,0
1,85,19.37,680,0
1,108,14.07,700,0
0,35,18.86,660,0
0,98,23.02,675,0
1,71.5,33.65,695,0
0,28.5,34.44,690,0
1,26,8.96,660,0
1,50,14.93,690,0
0,75,26.9,715,0
0,65,25.37,675,0
1,68,27.78,705,0
0,34,25.98,660,0
0,43,23.53,660,0
1,85,22.82,670,0
1,57,26.95,755,0
1,101,18.9,660,0
0,195,10.3,690,0
1,48,13.65,675,0
0,55,21.54,680,0
0,75,3.52,715,0
0,90,21.47,695,0
1,65,17.65,740,0
1,69.5,20.29,660,0
1,52,28.29,675,0
1,93.447,29.94,660,0
1,41,13.93,670,0
0,65,16.89,675,0
1,60,19.54,665,0
1,80,24.17,745,0
0,21.5,10.61,665,0
1,82,14.96,675,0
1,90,22.13,735,0
0,47,29.77,665,0
1,90,8.69,735,0
0,50,25.47,680,0
0,52.3,14.46,675,0
0,28,26.1,745,0
0,55,30.5,695,0
0,50,24.87,695,0
0,30,17.56,670,0
0,62,5.75,710,0
1,83,11.16,705,0
1,45,32.37,700,0
1,70,34.61,735,0
1,65,19.59,775,0
0,51,10.38,665,0
1,46,25.96,695,0
1,160,16.91,665,0
1,110,18.69,675,0
1,30,22.66,720,0
1,58,17.63,670,0
1,98.202,34.95,715,0
1,70,21.31,670,0
0,100,23.67,675,0
1,125,27.12,660,0
1,45,20.43,715,0
0,48,12.38,675,0
1,36,15.9,695,0
0,85.987,13,660,0
0,85,15.32,685,0
1,74,13.51,660,0
1,85,5.21,695,0
1,59.987,21.79,670,0
1,58.906,25.17,685,0
0,43,30.98,710,0
0,80,18.12,665,0
0,34.3824,20.52,735,0
0,72,21.65,685,0
1,30,26.8,680,0
0,29.12,36.77,660,0
1,32,9.26,660,0
0,50,37.76,690,0
0,32,15.35,690,0
1,38,6.92,700,0
0,118,7.03,665,0
1,20,7.56,660,0
1,28.212,12.46,700,0
0,36,29.67,680,0
0,25,13.39,660,0
1,170,5.94,710,0
1,62.08307,8.43,690,0
1,48.012,34.97,680,0
0,33.3828,24.67,675,0
0,63,10.17,685,0
1,38.4,16.53,660,0
0,21,17.89,660,0
0,35,29.01,660,0
0,42,2.4,715,0
1,54,2.69,700,0
0,63,31.73,685,0
1,65,22.72,720,0
0,84,11.34,680,0
1,30,10.2,670,0
0,55,4.53,685,0
1,108,29.76,660,0
1,65,10.62,705,0
0,75,23.57,710,0
1,29,22.55,700,0
0,40,18.85,660,0
1,87.257,15.06,695,0
1,104,13.57,730,0
1,55,4.08,665,0
0,25,16.75,700,0
1,46,33.89,680,0
1,72,7.22,700,0
0,79.645,18.46,695,0
1,49.2,23,675,0
0,65,28.6,685,0
0,70,27.91,685,0
1,101.325,29.47,665,0
1,60,12.02,700,0
1,48,29.55,660,0
1,56,28.74,670,0
0,34,31.2,660,0
0,14.82,15.63,665,0
0,85,9.54,685,0
1,24.5,32.93,665,0
1,104,27.11,665,0
1,32,26.74,700,0
1,35,23.66,670,0
0,65,23.91,685,0
1,50,31.59,700,0
0,32.64,16.69,660,0
0,60,19.1,660,0
0,42,38.69,660,0
0,141,18.23,675,0
0,35.6,34.36,665,0
0,43,24.14,680,0
0,15,14,660,0
0,21.6,16.56,670,0
1,26.886,14.64,660,0
0,71,10.24,695,0
1,76,20.29,675,0
1,71,30.87,715,0
1,60,9.72,680,0
0,25.344,34.99,710,0
0,30,16.92,750,0
1,46,14.27,660,0
1,50,22.03,720,0
1,57,23.26,740,0
1,79.6,29.9,675,0
0,57.4,35.38,690,0
1,125,12.98,665,0
1,75,18.75,705,0
0,72,21.7,670,0
0,95,2.73,695,0
1,54,23.73,660,0
0,17.004,23.29,700,0
1,60,6.61,660,0
0,48,32.88,705,0
1,70,21.48,680,0
0,12,18.2,690,0
0,65,14.84,665,0
1,48.7,13.55,785,0
0,85,22.26,715,0
0,25,13.73,670,0
0,43,27.8,695,0
1,23,27.4,690,0
0,50,18.07,700,0
0,41.004,11.12,675,0
1,86,18.99,675,0
0,38,19.36,660,0
1,35,13.14,695,0
1,68,26.54,670,0
1,90,18.99,660,0
1,75,10.8,660,0
1,42,23.57,765,0
0,50,22.9,710,0
0,31.572,23.72,675,0
1,70,29.3,670,0
0,17,38.77,660,0
0,70,31.94,730,0
0,55,21.71,680,0
1,40,29.73,680,0
0,40,20.73,665,0
1,18,17.33,690,0
0,44,31.78,785,0
0,150,2.07,755,0
0,70,26.05,680,0
1,59,32.77,665,0
1,53.639,24.95,700,0
0,65,18.13,680,0
1,75,31.42,660,0
1,54.72,5.66,665,0
1,52,9.46,665,0
1,45,22.13,685,0
0,85,18.14,730,0
1,95.172,15.43,660,0
0,61,21.45,675,0
1,80.5,18.71,665,0
0,40,12.29,735,0
0,65,10.47,670,0
1,43,39.66,670,0
0,40,20.46,700,0
1,60,26.54,685,0
1,50,20.81,665,0
0,24,35.65,675,0
1,55,36.02,685,0
0,58,13.9,670,0
0,30,25.32,685,0
1,57,31.2,700,0
0,23,14.41,670,0
0,46,20.35,680,0
