9,498,172,21,44,799,78,10468,3380,660,1800,40,41,11.5,15,8991,52,1,248004,85656,10458,21912,397902,38844,5213064,1683240,328680,896400,19920,20418,5727,7470,4477518,25896,498,29584,3612,7568,137428,13416,1800496,581360,113520,309600,6880,7052,1978,2580,1546452,8944,172,441,924,16779,1638,219828,70980,13860,37800,840,861,241.5,315,188811,1092,21,1936,35156,3432,460592,148720,29040,79200,1760,1804,506,660,395604,2288,44,638401,62322,8363932,2700620,527340,1438200,31960,32759,9188.5,11985,7183809,41548,799,6084,816504,263640,51480,140400,3120,3198,897,1170,701298,4056,78,109579024,35381840,6908880,18842400,418720,429188,120382,157020,94117788,544336,10468,11424400,2230800,6084000,135200,138580,38870,50700,30389580,175760,3380,435600,1188000,26400,27060,7590,9900,5934060,34320,660,3240000,72000,73800,20700,27000,16183800,93600,1800,1600,1640,460,600,359640,2080,40,1681,471.5,615,368631,2132,41,132.25,172.5,103396.5,598,11.5,225,134865,780,15,80838081,467532,8991,2704,52,1
10,1425,472,37,75,1830,110,16548,5406,500,600,82,88,11.3,31,10932,73,1,2030625,672600,52725,106875,2607750,156750,23580900,7703550,712500,855000,116850,125400,16102.5,44175,15578100,104025,1425,222784,17464,35400,863760,51920,7810656,2551632,236000,283200,38704,41536,5333.6,14632,5159904,34456,472,1369,2775,67710,4070,612276,200022,18500,22200,3034,3256,418.1,1147,404484,2701,37,5625,137250,8250,1241100,405450,37500,45000,6150,6600,847.5,2325,819900,5475,75,3348900,201300,30282840,9892980,915000,1098000,150060,161040,20679,56730,20005560,133590,1830,12100,1820280,594660,55000,66000,9020,9680,1243,3410,1202520,8030,110,273836304,89458488,8274000,9928800,1356936,1456224,186992.4,512988,180902736,1208004,16548,29224836,2703000,3243600,443292,475728,61087.8,167586,59098392,394638,5406,250000,300000,41000,44000,5650,15500,5466000,36500,500,360000,49200,52800,6780,18600,6559200,43800,600,6724,7216,926.6,2542,896424,5986,82,7744,994.4,2728,962016,6424,88,127.69,350.3,123531.6,824.9,11.3,961,338892,2263,31,119508624,798036,10932,5329,73,1
11,1900,484,44,77,1707,44,17080,4440,400,600,73,91,9.9,41,11711,76,1,3610000,919600,83600,146300,3243300,83600,32452000,8436000,760000,1140000,138700,172900,18810,77900,22250900,144400,1900,234256,21296,37268,826188,21296,8266720,2148960,193600,290400,35332,44044,4791.6,19844,5668124,36784,484,1936,3388,75108,1936,751520,195360,17600,26400,3212,4004,435.6,1804,515284,3344,44,5929,131439,3388,1315160,341880,30800,46200,5621,7007,762.3,3157,901747,5852,77,2913849,75108,29155560,7579080,682800,1024200,124611,155337,16899.3,69987,19990677,129732,1707,1936,751520,195360,17600,26400,3212,4004,435.6,1804,515284,3344,44,291726400,75835200,6832000,10248000,1246840,1554280,169092,700280,200023880,1298080,17080,19713600,1776000,2664000,324120,404040,43956,182040,51996840,337440,4440,160000,240000,29200,36400,3960,16400,4684400,30400,400,360000,43800,54600,5940,24600,7026600,45600,600,5329,6643,722.7,2993,854903,5548,73,8281,900.9,3731,1065701,6916,91,98.01,405.9,115938.9,752.4,9.9,1681,480151,3116,41,137147521,890036,11711,5776,76,1
12,780,290,38,64,1130,638,9690,4785,600,1000,60,84,13.3,21,7940,74,1,608400,226200,29640,49920,881400,497640,7558200,3732300,468000,780000,46800,65520,10374,16380,6193200,57720,780,84100,11020,18560,327700,185020,2810100,1387650,174000,290000,17400,24360,3857,6090,2302600,21460,290,1444,2432,42940,24244,368220,181830,22800,38000,2280,3192,505.4,798,301720,2812,38,4096,72320,40832,620160,306240,38400,64000,3840,5376,851.2,1344,508160,4736,64,1276900,720940,10949700,5407050,678000,1130000,67800,94920,15029,23730,8972200,83620,1130,407044,6182220,3052830,382800,638000,38280,53592,8485.4,13398,5065720,47212,638,93896100,46366650,5814000,9690000,581400,813960,128877,203490,76938600,717060,9690,22896225,2871000,4785000,287100,401940,63640.5,100485,37992900,354090,4785,360000,600000,36000,50400,7980,12600,4764000,44400,600,1000000,60000,84000,13300,21000,7940000,74000,1000,3600,5040,798,1260,476400,4440,60,7056,1117.2,1764,666960,6216,84,176.89,279.3,105602,984.2,13.3,441,166740,1554,21,63043600,587560,7940,5476,74,1
13,1080,385,44,73,1306,28,12572,4552,400,400,79,87,15.3,32,9305,68,1,1166400,415800,47520,78840,1410480,30240,13577760,4916160,432000,432000,85320,93960,16524,34560,10049400,73440,1080,148225,16940,28105,502810,10780,4840220,1752520,154000,154000,30415,33495,5890.5,12320,3582425,26180,385,1936,3212,57464,1232,553168,200288,17600,17600,3476,3828,673.2,1408,409420,2992,44,5329,95338,2044,917756,332296,29200,29200,5767,6351,1116.9,2336,679265,4964,73,1705636,36568,16419032,5944912,522400,522400,103174,113622,19981.8,41792,12152330,88808,1306,784,352016,127456,11200,11200,2212,2436,428.4,896,260540,1904,28,158055184,57227744,5028800,5028800,993188,1093764,192351.6,402304,116982460,854896,12572,20720704,1820800,1820800,359608,396024,69645.6,145664,42356360,309536,4552,160000,160000,31600,34800,6120,12800,3722000,27200,400,160000,31600,34800,6120,12800,3722000,27200,400,6241,6873,1208.7,2528,735095,5372,79,7569,1331.1,2784,809535,5916,87,234.09,489.6,142366.5,1040.4,15.3,1024,297760,2176,32,86583025,632740,9305,4624,68,1
14,313,157,23,46,1317,1235,8352,3640,650,2449,36,69,11.1,26,8127,55,1,97969,49141,7199,14398,412221,386555,2614176,1139320,203450,766537,11268,21597,3474.3,8138,2543751,17215,313,24649,3611,7222,206769,193895,1311264,571480,102050,384493,5652,10833,1742.7,4082,1275939,8635,157,529,1058,30291,28405,192096,83720,14950,56327,828,1587,255.3,598,186921,1265,23,2116,60582,56810,384192,167440,29900,112654,1656,3174,510.6,1196,373842,2530,46,1734489,1626495,10999584,4793880,856050,3225333,47412,90873,14618.7,34242,10703259,72435,1317,1525225,10314720,4495400,802750,3024515,44460,85215,13708.5,32110,10036845,67925,1235,69755904,30401280,5428800,20454048,300672,576288,92707.2,217152,67876704,459360,8352,13249600,2366000,8914360,131040,251160,40404,94640,29582280,200200,3640,422500,1591850,23400,44850,7215,16900,5282550,35750,650,5997601,88164,168981,27183.9,63674,19903023,134695,2449,1296,2484,399.6,936,292572,1980,36,4761,765.9,1794,560763,3795,69,123.21,288.6,90209.7,610.5,11.1,676,211302,1430,26,66048129,446985,8127,3025,55,1
15,1093,220,9,22,1018,287,8700,4780,450,1400,78,84,14.7,19,7355,69,1,1194649,240460,9837,24046,1112674,313691,9509100,5224540,491850,1530200,85254,91812,16067.1,20767,8039015,75417,1093,48400,1980,4840,223960,63140,1914000,1051600,99000,308000,17160,18480,3234,4180,1618100,15180,220,81,198,9162,2583,78300,43020,4050,12600,702,756,132.3,171,66195,621,9,484,22396,6314,191400,105160,9900,30800,1716,1848,323.4,418,161810,1518,22,1036324,292166,8856600,4866040,458100,1425200,79404,85512,14964.6,19342,7487390,70242,1018,82369,2496900,1371860,129150,401800,22386,24108,4218.9,5453,2110885,19803,287,75690000,41586000,3915000,12180000,678600,730800,127890,165300,63988500,600300,8700,22848400,2151000,6692000,372840,401520,70266,90820,35156900,329820,4780,202500,630000,35100,37800,6615,8550,3309750,31050,450,1960000,109200,117600,20580,26600,10297000,96600,1400,6084,6552,1146.6,1482,573690,5382,78,7056,1234.8,1596,617820,5796,84,216.09,279.3,108118.5,1014.3,14.7,361,139745,1311,19,54096025,507495,7355,4761,69,1
16,992,418,83,96,1593,5,19760,5300,660,1598,93,98,8.4,63,21424,100,1,984064,414656,82336,95232,1580256,4960,19601920,5257600,654720,1585216,92256,97216,8332.8,62496,21252608,99200,992,174724,34694,40128,665874,2090,8259680,2215400,275880,667964,38874,40964,3511.2,26334,8955232,41800,418,6889,7968,132219,415,1640080,439900,54780,132634,7719,8134,697.2,5229,1778192,8300,83,9216,152928,480,1896960,508800,63360,153408,8928,9408,806.4,6048,2056704,9600,96,2537649,7965,31477680,8442900,1051380,2545614,148149,156114,13381.2,100359,34128432,159300,1593,25,98800,26500,3300,7990,465,490,42,315,107120,500,5,390457600,104728000,13041600,31576480,1837680,1936480,165984,1244880,423338240,1976000,19760,28090000,3498000,8469400,492900,519400,44520,333900,113547200,530000,5300,435600,1054680,61380,64680,5544,41580,14139840,66000,660,2553604,148614,156604,13423.2,100674,34235552,159800,1598,8649,9114,781.2,5859,1992432,9300,93,9604,823.2,6174,2099552,9800,98,70.56,529.2,179961.6,840,8.4,3969,1349712,6300,63,458987776,2142400,21424,10000,100,1
17,908,423,19,40,1819,281,10100,3520,550,1100,48,61,12.1,14,7994,59,1,824464,384084,17252,36320,1651652,255148,9170800,3196160,499400,998800,43584,55388,10986.8,12712,7258552,53572,908,178929,8037,16920,769437,118863,4272300,1488960,232650,465300,20304,25803,5118.3,5922,3381462,24957,423,361,760,34561,5339,191900,66880,10450,20900,912,1159,229.9,266,151886,1121,19,1600,72760,11240,404000,140800,22000,44000,1920,2440,484,560,319760,2360,40,3308761,511139,18371900,6402880,1000450,2000900,87312,110959,22009.9,25466,14541086,107321,1819,78961,2838100,989120,154550,309100,13488,17141,3400.1,3934,2246314,16579,281,102010000,35552000,5555000,11110000,484800,616100,122210,141400,80739400,595900,10100,12390400,1936000,3872000,168960,214720,42592,49280,28138880,207680,3520,302500,605000,26400,33550,6655,7700,4396700,32450,550,1210000,52800,67100,13310,15400,8793400,64900,1100,2304,2928,580.8,672,383712,2832,48,3721,738.1,854,487634,3599,61,146.41,169.4,96727.4,713.9,12.1,196,111916,826,14,63904036,471646,7994,3481,59,1
18,704,322,14,23,1586,326,9996,3090,900,1320,62,66,11.5,18,10908,46,1,495616,226688,9856,16192,1116544,229504,7037184,2175360,633600,929280,43648,46464,8096,12672,7679232,32384,704,103684,4508,7406,510692,104972,3218712,994980,289800,425040,19964,21252,3703,5796,3512376,14812,322,196,322,22204,4564,139944,43260,12600,18480,868,924,161,252,152712,644,14,529,36478,7498,229908,71070,20700,30360,1426,1518,264.5,414,250884,1058,23,2515396,517036,15853656,4900740,1427400,2093520,98332,104676,18239,28548,17300088,72956,1586,106276,3258696,1007340,293400,430320,20212,21516,3749,5868,3556008,14996,326,99920016,30887640,8996400,13194720,619752,659736,114954,179928,109036368,459816,9996,9548100,2781000,4078800,191580,203940,35535,55620,33705720,142140,3090,810000,1188000,55800,59400,10350,16200,9817200,41400,900,1742400,81840,87120,15180,23760,14398560,60720,1320,3844,4092,713,1116,676296,2852,62,4356,759,1188,719928,3036,66,132.25,207,125442,529,11.5,324,196344,828,18,118984464,501768,10908,2116,46,1
19,2001,1016,24,54,4190,1512,5130,3592,500,2000,60,62,23.1,5,4010,34,0,4004001,2033016,48024,108054,8384190,3025512,10265130,7187592,1000500,4002000,120060,124062,46223.1,10005,8024010,68034,0,1032256,24384,54864,4257040,1536192,5212080,3649472,508000,2032000,60960,62992,23469.6,5080,4074160,34544,0,576,1296,100560,36288,123120,86208,12000,48000,1440,1488,554.4,120,96240,816,0,2916,226260,81648,277020,193968,27000,108000,3240,3348,1247.4,270,216540,1836,0,17556100,6335280,21494700,15050480,2095000,8380000,251400,259780,96789,20950,16801900,142460,0,2286144,7756560,5431104,756000,3024000,90720,93744,34927.2,7560,6063120,51408,0,26316900,18426960,2565000,10260000,307800,318060,118503,25650,20571300,174420,0,12902464,1796000,7184000,215520,222704,82975.2,17960,14403920,122128,0,250000,1000000,30000,31000,11550,2500,2005000,17000,0,4000000,120000,124000,46200,10000,8020000,68000,0,3600,3720,1386,300,240600,2040,0,3844,1432.2,310,248620,2108,0,533.61,115.5,92631,785.4,0,25,20050,170,0,16080100,136340,0,1156,0,0
20,661,252,25,44,712,23,15476,3336,400,1100,69,82,11.3,35,42926,48,1,436921,166572,16525,29084,470632,15203,10229636,2205096,264400,727100,45609,54202,7469.3,23135,28374086,31728,661,63504,6300,11088,179424,5796,3899952,840672,100800,277200,17388,20664,2847.6,8820,10817352,12096,252,625,1100,17800,575,386900,83400,10000,27500,1725,2050,282.5,875,1073150,1200,25,1936,31328,1012,680944,146784,17600,48400,3036,3608,497.2,1540,1888744,2112,44,506944,16376,11018912,2375232,284800,783200,49128,58384,8045.6,24920,30563312,34176,712,529,355948,76728,9200,25300,1587,1886,259.9,805,987298,1104,23,239506576,51627936,6190400,17023600,1067844,1269032,174878.8,541660,664322776,742848,15476,11128896,1334400,3669600,230184,273552,37696.8,116760,143201136,160128,3336,160000,440000,27600,32800,4520,14000,17170400,19200,400,1210000,75900,90200,12430,38500,47218600,52800,1100,4761,5658,779.7,2415,2961894,3312,69,6724,926.6,2870,3519932,3936,82,127.69,395.5,485063.8,542.4,11.3,1225,1502410,1680,35,1842641476,2060448,42926,2304,48,1
21,4664,1910,20,63,9940,1035,6806,2540,96,2000,83,96,18.3,14,5854,70,0,21752896,8908240,93280,293832,46360160,4827240,31743184,11846560,447744,9328000,387112,447744,85351.2,65296,27303056,326480,0,3648100,38200,120330,18985400,1976850,12999460,4851400,183360,3820000,158530,183360,34953,26740,11181140,133700,0,400,1260,198800,20700,136120,50800,1920,40000,1660,1920,366,280,117080,1400,0,3969,626220,65205,428778,160020,6048,126000,5229,6048,1152.9,882,368802,4410,0,98803600,10287900,67651640,25247600,954240,19880000,825020,954240,181902,139160,58188760,695800,0,1071225,7044210,2628900,99360,2070000,85905,99360,18940.5,14490,6058890,72450,0,46321636,17287240,653376,13612000,564898,653376,124549.8,95284,39842324,476420,0,6451600,243840,5080000,210820,243840,46482,35560,14869160,177800,0,9216,192000,7968,9216,1756.8,1344,561984,6720,0,4000000,166000,192000,36600,28000,11708000,140000,0,6889,7968,1518.9,1162,485882,5810,0,9216,1756.8,1344,561984,6720,0,334.89,256.2,107128.2,1281,0,196,81956,980,0,34269316,409780,0,4900,0,0
22,516,219,20,51,1251,767,11208,4124,350,1615,55,65,12.7,25,6584,65,1,266256,113004,10320,26316,645516,395772,5783328,2127984,180600,833340,28380,33540,6553.2,12900,3397344,33540,516,47961,4380,11169,273969,167973,2454552,903156,76650,353685,12045,14235,2781.3,5475,1441896,14235,219,400,1020,25020,15340,224160,82480,7000,32300,1100,1300,254,500,131680,1300,20,2601,63801,39117,571608,210324,17850,82365,2805,3315,647.7,1275,335784,3315,51,1565001,959517,14021208,5159124,437850,2020365,68805,81315,15887.7,31275,8236584,81315,1251,588289,8596536,3163108,268450,1238705,42185,49855,9740.9,19175,5049928,49855,767,125619264,46221792,3922800,18100920,616440,728520,142341.6,280200,73793472,728520,11208,17007376,1443400,6660260,226820,268060,52374.8,103100,27152416,268060,4124,122500,565250,19250,22750,4445,8750,2304400,22750,350,2608225,88825,104975,20510.5,40375,10633160,104975,1615,3025,3575,698.5,1375,362120,3575,55,4225,825.5,1625,427960,4225,65,161.29,317.5,83616.8,825.5,12.7,625,164600,1625,25,43349056,427960,6584,4225,65,1
23,10308,3761,24,49,22593,7585,7434,4850,700,2100,88,93,18.9,5,4602,48,0,106254864,38768388,247392,505092,232888644,78186180,76629672,49993800,7215600,21646800,907104,958644,194821.2,51540,47437416,494784,0,14145121,90264,184289,84972273,28527185,27959274,18240850,2632700,7898100,330968,349773,71082.9,18805,17308122,180528,0,576,1176,542232,182040,178416,116400,16800,50400,2112,2232,453.6,120,110448,1152,0,2401,1107057,371665,364266,237650,34300,102900,4312,4557,926.1,245,225498,2352,0,510443649,171367905,167956362,109576050,15815100,47445300,1988184,2101149,427007.7,112965,103972986,1084464,0,57532225,56386890,36787250,5309500,15928500,667480,705405,143356.5,37925,34906170,364080,0,55264356,36054900,5203800,15611400,654192,691362,140502.6,37170,34211268,356832,0,23522500,3395000,10185000,426800,451050,91665,24250,22319700,232800,0,490000,1470000,61600,65100,13230,3500,3221400,33600,0,4410000,184800,195300,39690,10500,9664200,100800,0,7744,8184,1663.2,440,404976,4224,0,8649,1757.7,465,427986,4464,0,357.21,94.5,86977.8,907.2,0,25,23010,240,0,21178404,220896,0,2304,0,0
