,loan_amnt,funded_amnt,ret_OPT,grade,default,int_rate,annual_inc,dti,term,revol_bal,revol_util,inq_last_6mths,pct_tl_nvr_dlq,cr_hist,outcome
8139,7000.0,7000.0,-0.1885328571428571,D,1,16.49,42000.0,10.26, 36 months,12445.0,80.3,2.0,100.0,86.01408653155096,True
9152,13675.0,13675.0,0.19630059433272376,E,0,19.99,47500.0,28.27, 60 months,4136.0,30.2,1.0,83.3,81.97293578923592,False
58795,7200.0,7200.0,0.06457269081844394,B,0,10.99,42000.0,13.1, 36 months,6006.0,60.7,0.0,100.0,140.98030760385222,False
67113,6400.0,6400.0,0.07274614693708593,A,0,7.12,70000.0,22.92, 36 months,21476.0,63.2,0.0,100.0,132.99657077147376,False
52631,12000.0,12000.0,0.05451561492922159,B,0,10.15,50000.0,27.69, 36 months,20021.0,84.5,0.0,100.0,309.98583133123884,False
70310,15000.0,15000.0,0.07300041349597199,C,0,13.35,75000.0,5.47, 36 months,10035.0,46.7,1.0,89.7,198.01638637343683,False
38886,6000.0,6000.0,0.09046904567470858,C,0,13.98,42000.0,13.97, 36 months,3372.0,96.3,0.0,94.4,228.01289554200292,False
53809,8500.0,8500.0,-0.18513529411764706,C,1,13.35,38000.0,37.81, 36 months,7773.0,68.2,0.0,100.0,163.0259348241237,True
535,15000.0,15000.0,-0.09507373333333334,D,1,17.14,42000.0,20.66, 60 months,31365.0,66.5,0.0,100.0,214.96950656070968,True
18131,18000.0,18000.0,0.09410135323462834,C,0,12.99,92000.0,25.76, 36 months,47397.0,67.6,0.0,100.0,347.0132856937514,False
62459,14500.0,14500.0,0.03188475680104442,A,0,6.03,52000.0,17.96, 36 months,30785.0,49.4,1.0,100.0,238.00078030349698,False
49501,34225.0,34225.0,0.0822932092685796,C,0,14.99,100000.0,29.02, 36 months,22757.0,61.2,0.0,91.9,299.9979465697448,False
58260,10450.0,10450.0,0.15153183247251176,C,0,14.49,30000.0,28.8, 60 months,16628.0,36.0,0.0,100.0,178.00776196636482,False
76176,5000.0,5000.0,0.1098753106362553,D,0,16.29,24000.0,25.5, 36 months,3692.0,64.8,2.0,87.5,93.99782336392944,False
48624,24000.0,24000.0,0.06793545484913795,A,0,7.69,128000.0,4.62, 60 months,14496.0,17.6,0.0,100.0,378.02829626891725,False
53363,14400.0,14400.0,-0.09139166666666666,A,1,7.69,75000.0,12.69, 60 months,9125.0,39.0,0.0,96.0,151.03390213351403,True
48505,5000.0,5000.0,0.106184462310409,C,0,13.35,38000.0,15.07, 36 months,2864.0,52.0,0.0,85.0,188.98129325037476,False
3441,2500.0,2500.0,-0.19688666666666668,D,1,15.99,20000.0,3.6, 36 months,1597.0,22.8,0.0,100.0,75.99334688597301,True
63327,6000.0,6000.0,-0.14737055555555556,C,1,14.99,41000.0,32.38, 36 months,23048.0,86.6,0.0,100.0,119.98603667426435,True
46306,13200.0,13200.0,0.08085674175825494,B,0,10.99,150000.0,8.19, 60 months,17047.0,29.4,0.0,84.6,318.0024230477012,False
56760,9125.0,9125.0,0.05581118272341146,D,1,16.99,60000.0,24.16, 36 months,14920.0,80.6,0.0,83.3,176.98926055976509,True
21211,6000.0,6000.0,0.07429315427203823,C,0,13.66,62400.0,12.67, 36 months,5219.0,33.9,0.0,95.2,143.01731041705168,False
24154,7500.0,7500.0,-0.05509599999999999,B,1,11.99,42000.0,7.14, 36 months,3390.0,41.3,2.0,95.9,155.9949896301772,True
23351,24000.0,24000.0,0.030916675504437136,A,0,6.03,77000.0,15.14, 36 months,4355.0,19.0,0.0,100.0,211.02692047064622,False
63355,14000.0,14000.0,0.11037756332547176,B,0,10.99,65000.0,13.34, 36 months,24760.0,73.5,1.0,100.0,632.9821967596871,False
5194,17000.0,17000.0,0.1767112878008021,E,0,18.54,45000.0,28.67, 60 months,7509.0,69.5,1.0,86.1,194.9937370377215,False
57031,7200.0,7200.0,0.099090795673077,B,0,10.15,57000.0,5.28, 36 months,6409.0,22.9,0.0,86.5,111.01665331937001,False
4086,15000.0,15000.0,-0.10208986666666667,E,1,19.24,115000.0,19.56, 60 months,9615.0,99.1,1.0,90.5,108.97965050617056,True
56649,2000.0,2000.0,-0.13452333333333333,D,1,16.29,46000.0,8.3, 36 months,7727.0,57.7,0.0,100.0,52.009281504753694,True
48613,10000.0,10000.0,-0.21593299999999999,B,1,12.49,39000.0,9.32, 36 months,13043.0,50.0,0.0,100.0,117.98188874514877,True
34593,15000.0,15000.0,0.05776724291583026,B,0,10.99,80000.0,33.89, 36 months,40532.0,81.2,0.0,100.0,223.01895316125587,False
8602,10000.0,10000.0,-0.096047,C,1,14.99,45000.0,17.36, 36 months,18317.0,74.8,0.0,90.0,219.99630382554056,True
15521,5100.0,5100.0,-0.09603856209150326,E,1,18.54,37000.0,11.16, 36 months,0.0,0.0,1.0,93.3,159.01763896589253,True
10782,24000.0,24000.0,-0.08948491666666668,C,1,14.99,109000.0,19.46, 60 months,43970.0,86.0,0.0,82.1,206.98576972833118,True
16959,2500.0,2500.0,-0.04911599999999998,A,1,8.19,78000.0,11.78, 36 months,3179.0,15.3,1.0,90.0,205.01447668329945,True
25,1000.0,1000.0,0.08832170281249298,C,0,12.39,60000.0,18.38, 36 months,9566.0,55.0,1.0,100.0,154.9764882235775,False
16870,15000.0,15000.0,0.17023547099999983,C,0,12.99,83000.0,22.81, 36 months,24216.0,53.8,1.0,97.9,239.01928171009672,False
7768,17875.0,17875.0,0.09614029285785508,C,0,13.66,93000.0,16.85, 60 months,8573.0,70.3,0.0,100.0,149.02975420439844,False
59912,11000.0,11000.0,0.08663893873384484,C,0,14.99,36000.0,37.1, 60 months,11784.0,46.2,1.0,100.0,84.00993860243537,False
59239,20000.0,20000.0,-0.10039616666666668,A,1,6.49,55000.0,15.82, 36 months,7486.0,21.0,0.0,100.0,226.00874761288733,True
13113,8050.0,8050.0,0.10895761288245077,E,0,19.99,27000.0,31.51, 36 months,10949.0,87.6,0.0,100.0,75.00770036345716,False
32947,24000.0,24000.0,0.1990900979244403,E,0,22.15,120000.0,7.18, 60 months,16607.0,84.7,3.0,90.0,208.03712601901478,False
39743,23500.0,23500.0,0.11416506442080383,B,0,11.67,56000.0,14.57, 36 months,28064.0,39.3,0.0,100.0,162.00743341752397,False
52150,24000.0,24000.0,-0.015595666666666664,C,1,14.49,210000.0,12.23, 60 months,45580.0,95.8,1.0,100.0,282.02632497587217,True
21618,35000.0,35000.0,0.07458965247523026,B,0,11.99,104000.0,23.09, 36 months,40569.0,65.6,0.0,95.0,217.99215589642498,False
11275,3000.0,3000.0,0.05673459321314953,C,1,14.99,8892.0,16.33, 36 months,2827.0,50.5,0.0,100.0,90.055237273866,True
1906,15000.0,15000.0,-0.15402222222222223,B,1,11.44,72800.0,29.54, 36 months,28220.0,42.3,3.0,100.0,189.9669397728906,True
16321,4525.0,4525.0,0.1471982836751684,D,0,17.86,75000.0,30.62, 36 months,2402.0,20.9,2.0,84.6,247.03587342655908,False
859,20000.0,20000.0,0.05103017229574359,A,0,8.19,110000.0,14.14, 36 months,19686.0,80.4,0.0,81.2,190.98544117949035,False
38758,6000.0,6000.0,0.04886010632672667,B,0,9.17,45000.0,21.15, 36 months,25574.0,56.1,1.0,100.0,99.02462062876035,False
6107,22400.0,22400.0,-0.14116991071428572,D,1,17.14,50000.0,12.7, 60 months,15555.0,56.6,1.0,93.7,114.00644777100146,True
54247,8000.0,8000.0,-0.0066937499999999844,A,1,6.49,35000.0,19.44, 36 months,15117.0,66.3,0.0,100.0,164.96437298507155,True
73962,20000.0,20000.0,-0.1390489,E,1,19.52,75000.0,27.73, 60 months,24523.0,73.2,2.0,100.0,111.01665331937001,True
12905,1500.0,1500.0,0.06493374720386742,B,0,11.99,26000.0,26.92, 36 months,5250.0,78.4,0.0,88.9,275.02823466600955,False
36924,35000.0,35000.0,0.0950762575783286,C,0,14.49,150000.0,17.56, 36 months,15597.0,55.5,1.0,90.9,169.0055237273866,False
56478,28000.0,28000.0,0.049855629600952314,B,0,9.17,123000.0,24.81, 60 months,29845.0,71.9,0.0,100.0,215.9880079673094,False
31691,12000.0,12000.0,-0.09192499999999998,C,1,12.99,46500.0,18.7, 36 months,14161.0,64.4,1.0,92.9,162.04028830160783,True
61761,12800.0,12800.0,0.0490302645807639,B,0,9.17,350000.0,7.61, 36 months,10169.0,64.5,2.0,85.2,299.9979465697448,False
52398,11200.0,11200.0,0.07474670240205225,B,0,10.15,50000.0,31.78, 36 months,15468.0,52.5,0.0,92.0,336.0068995256576,False
61698,35000.0,35000.0,0.054516883012452944,B,0,10.15,104000.0,12.32, 36 months,43576.0,54.4,0.0,100.0,219.99630382554056,False
27389,9525.0,9525.0,0.07842452701909677,C,0,12.39,27425.0,19.78, 36 months,7936.0,46.0,1.0,98.0,260.9663442781166,False
49955,21475.0,21475.0,0.06582731582603413,D,0,17.57,52000.0,22.77, 60 months,12894.0,29.2,0.0,96.6,93.99782336392944,False
33175,10975.0,10975.0,0.1489084857645397,D,0,15.61,50000.0,38.84, 60 months,46313.0,96.5,0.0,100.0,167.98702232078688,False
21083,10000.0,10000.0,0.08394687363077734,C,0,12.99,55000.0,10.84, 36 months,21125.0,75.9,0.0,94.1,159.01763896589253,False
34556,5000.0,5000.0,0.08746801934163077,D,0,16.29,55000.0,28.35, 36 months,7251.0,41.4,1.0,100.0,118.96753526766463,False
51746,12000.0,12000.0,-0.14148916666666667,B,1,10.99,42000.0,29.6, 60 months,20503.0,44.6,1.0,100.0,100.01026715127621,True
11446,10000.0,10000.0,0.05398940945723678,A,0,6.49,130000.0,19.59, 36 months,39059.0,71.0,1.0,91.2,453.9559333867225,False
64462,35000.0,35000.0,0.08310228796653187,B,0,11.67,135000.0,6.65, 60 months,112134.0,30.5,0.0,100.0,353.02572948109815,False
