,loan_amnt,funded_amnt,ret_OPT,grade,default,int_rate,annual_inc,dti,term,revol_bal,revol_util,inq_last_6mths,pct_tl_nvr_dlq,cr_hist,outcome
73,12000.0,12000.0,0.037708575117989765,A,0,7.12,126000.0,13.23, 36 months,13009.0,74.3,0.0,92.6,130.99242284235817,False
74,16000.0,16000.0,0.04856943746081229,A,0,8.19,97000.0,29.1, 60 months,21087.0,52.2,0.0,90.0,251.99696092322225,False
75,21000.0,21000.0,-0.03331269841269842,B,1,11.99,55600.0,35.07, 36 months,23968.0,52.7,0.0,100.0,290.01006180825067,True
76,18825.0,18825.0,0.0909751891520868,C,0,14.49,45000.0,29.23, 36 months,22921.0,67.2,0.0,100.0,200.9733259409844,False
77,17900.0,17900.0,0.08092043181637958,C,0,14.31,56000.0,27.03, 60 months,19633.0,49.3,0.0,100.0,146.00710486868314,False
78,25000.0,25000.0,0.10703254392569637,D,0,17.86,80000.0,16.5, 60 months,22640.0,66.4,0.0,100.0,176.00361403724924,False
79,25000.0,25000.0,0.11549794814150939,B,0,11.99,110244.0,26.32, 36 months,17110.0,51.2,1.0,100.0,120.97168319678022,False
80,14400.0,14400.0,-0.2015511574074074,B,1,9.17,41000.0,12.45, 36 months,10585.0,56.0,0.0,96.3,148.01125279779873,True
81,18000.0,18000.0,-0.06657733333333332,C,1,12.99,73000.0,23.52, 60 months,10082.0,22.1,2.0,97.7,157.9991375592928,True
82,10000.0,10000.0,0.048980382499091105,A,0,7.12,48000.0,29.15, 36 months,10934.0,28.3,0.0,100.0,279.03653052424073,False
83,15000.0,15000.0,0.1070888789864159,C,0,13.98,45000.0,19.71, 60 months,9530.0,52.2,0.0,93.3,157.9991375592928,False
84,10000.0,10000.0,-0.18265266666666663,F,1,23.99,44000.0,34.75, 36 months,15358.0,83.0,0.0,95.5,74.97484547937329,True
85,12000.0,12000.0,-0.006798333333333327,C,1,14.99,37000.0,18.13, 36 months,6845.0,76.1,0.0,97.9,156.98063615269308,True
86,18500.0,18500.0,0.06615648260800328,B,0,11.44,47400.0,18.13, 60 months,15978.0,61.7,0.0,85.0,228.01289554200292,False
87,14000.0,14000.0,-0.1910888095238095,B,1,11.44,53000.0,18.66, 36 months,18555.0,59.1,1.0,97.4,146.00710486868314,True
88,23125.0,23125.0,0.14075543508679578,D,0,17.57,55000.0,24.48, 60 months,6460.0,33.5,0.0,93.7,103.95285324133965,False
89,22000.0,22000.0,0.1423297904585811,D,0,17.57,50000.0,9.24, 60 months,3656.0,12.7,2.0,100.0,242.00907616172816,False
90,14000.0,14000.0,0.11700081965650244,D,0,16.99,39000.0,21.93, 60 months,5704.0,38.3,0.0,88.0,165.9828743916713,False
91,9000.0,9000.0,0.11981771126865667,C,0,13.35,55000.0,24.02, 36 months,8557.0,66.3,0.0,86.7,245.0317254974435,False
92,9325.0,9325.0,0.19134547721179623,E,0,20.99,52000.0,10.82, 36 months,3268.0,50.3,0.0,83.3,165.9828743916713,False
93,15000.0,15000.0,0.047154277547506694,A,0,8.19,60000.0,13.94, 36 months,13039.0,38.5,0.0,91.7,154.9764882235775,False
94,1200.0,1200.0,0.23601680091059585,F,0,22.99,20000.0,17.65, 36 months,10691.0,62.5,0.0,100.0,94.9834698864453,False
95,6000.0,6000.0,0.04344020147921418,A,0,8.19,50874.12,12.01, 36 months,4512.0,22.9,0.0,100.0,198.0492412575207,False
96,7000.0,7000.0,0.15646589068926547,E,0,18.54,25000.0,22.26, 36 months,8933.0,42.1,4.0,84.6,313.00848066695414,False
97,7500.0,7500.0,0.07055734764621095,C,0,12.99,65000.0,13.2, 36 months,19563.0,71.4,0.0,100.0,215.9880079673094,False
98,9100.0,9100.0,0.08470187823174762,D,0,16.99,80000.0,17.78, 36 months,9547.0,59.7,0.0,84.6,163.94587157847184,False
99,10000.0,10000.0,0.07438983172146024,C,0,13.98,43350.0,29.65, 36 months,7337.0,41.2,1.0,94.7,88.01823446066655,False
