,predicted_return_ret_OPT,loan_amnt,funded_amnt,ret_OPT,grade,default,int_rate,annual_inc,dti,term,revol_bal,revol_util,inq_last_6mths,pct_tl_nvr_dlq,cr_hist,outcome
32,0.09312163065818704,5000.0,5000.0,0.14775276600000017,C,0,12.99,40000.0,22.73, 36 months,8164.0,49.5,3.0,93.9,133.02942565555762,False
33,0.08956188936598536,9000.0,9000.0,0.04403267856091815,A,0,8.19,50000.0,22.38, 36 months,8008.0,85.2,0.0,85.7,54.01342943386928,False
34,0.04786544115286394,15000.0,15000.0,0.10811635267605638,B,0,12.49,123000.0,25.78, 36 months,9791.0,26.7,1.0,82.1,216.97365448982526,False
35,0.09344150861865547,20000.0,20000.0,0.044199267762763866,A,0,8.19,104600.0,13.64, 36 months,35025.0,70.2,0.0,100.0,357.03402533932933,False
36,0.08271189096339163,9375.0,9375.0,-0.06487431111111111,B,1,9.49,52000.0,11.7, 36 months,11698.0,30.9,1.0,93.3,235.0438407359494,True
37,0.08981190983128856,8400.0,8400.0,0.04141201390870181,A,0,6.03,55000.0,7.72, 36 months,9783.0,38.2,0.0,100.0,444.9865500318282,False
38,0.0740351307420266,35000.0,35000.0,-0.02049800000000001,C,1,14.99,96525.0,21.63, 36 months,21363.0,64.2,0.0,92.9,219.01065730302471,True
39,0.11239060370237713,34875.0,34875.0,0.11853553742427235,E,0,19.52,76000.0,24.71, 36 months,12397.0,35.8,0.0,100.0,205.01447668329945,False
40,0.08684296725943479,12450.0,12450.0,0.24665146791884515,F,0,24.99,31660.0,1.9, 36 months,296.0,5.9,1.0,91.7,66.00546212447894,False
41,0.09713810667447341,12000.0,12000.0,-0.10637466666666667,E,1,19.52,52000.0,21.34, 60 months,4611.0,51.8,0.0,90.9,142.98445553296781,True
42,0.07912021570291865,11000.0,11000.0,0.06180764141907143,B,0,11.44,34400.0,11.1, 36 months,7368.0,74.4,0.0,84.2,164.01158134663956,False
43,0.1144170967570025,25000.0,25000.0,0.15288381522024627,D,0,17.57,65000.0,13.66, 60 months,15586.0,84.7,0.0,94.4,203.99597527669974,False
44,0.06478229132771553,7000.0,7000.0,0.04929703488913344,B,0,9.17,90000.0,15.56, 36 months,9572.0,52.3,0.0,90.5,82.99143719583564,False
45,0.08708678264638875,4000.0,4000.0,-0.20084999999999997,C,1,13.66,26400.0,34.41, 36 months,2923.0,25.4,2.0,100.0,58.97451693053245,True
46,0.06795191399560944,30000.0,30000.0,-0.018085111111111107,B,1,8.67,120000.0,8.9, 36 months,6443.0,29.3,0.0,90.9,121.99018460337994,True
47,0.08122013691497525,30000.0,30000.0,0.2138433963750002,D,0,17.86,83000.0,16.67, 60 months,857.0,3.9,1.0,89.1,164.04443623072342,False
48,0.06837755088492181,21600.0,21600.0,0.09954676680424537,C,0,13.35,54000.0,28.64, 36 months,23442.0,84.0,0.0,100.0,183.03455923119571,False
49,0.09880409034695913,16500.0,16500.0,0.28124743592375295,G,0,26.06,46000.0,1.83, 60 months,2118.0,14.0,0.0,97.0,259.02790611716875,False
50,0.05608187208852571,8125.0,8125.0,0.10315711475575526,C,0,12.99,50250.0,36.18, 36 months,25345.0,41.1,0.0,100.0,175.97075915316537,False
51,0.12452654714257638,18500.0,18500.0,0.06494274131865907,B,0,11.67,60000.0,12.56, 60 months,7595.0,13.7,0.0,94.1,157.9991375592928,False
52,0.09840927104679432,28000.0,28000.0,-0.034506357142857144,C,1,14.99,95000.0,13.53, 60 months,22309.0,85.8,0.0,100.0,134.01507217807347,True
53,0.079823251465088,5000.0,5000.0,0.04276307125021761,A,0,6.03,130000.0,14.02, 36 months,70399.0,32.2,0.0,89.2,426.02928191543975,False
54,0.07887687843149693,6000.0,6000.0,0.09981151558098589,B,0,12.49,60000.0,17.94, 36 months,3765.0,83.7,1.0,91.7,194.00809051520565,False
55,0.06887057362650079,21000.0,21000.0,0.14020011428571424,C,0,14.99,50000.0,7.01, 60 months,11548.0,40.7,1.0,100.0,132.01092424895788,False
56,0.07960782186363881,30000.0,30000.0,0.10115354993832243,C,0,12.99,73000.0,13.66, 36 months,16364.0,99.2,0.0,100.0,224.9902462062876,False
57,0.06355725972210499,10000.0,10000.0,-0.1334523333333333,C,1,13.35,50000.0,9.03, 36 months,2618.0,11.1,0.0,100.0,146.00710486868314,True
58,0.04805182544256276,24075.0,24075.0,0.09982814221400187,C,0,13.35,74500.0,21.09, 60 months,26245.0,67.8,0.0,100.0,230.0170434711185,False
59,0.13296581477705804,1000.0,1000.0,0.07329429144754601,B,0,12.49,70000.0,19.27, 36 months,20302.0,84.9,1.0,96.7,243.0275775683279,False
60,0.1030308316663757,20000.0,20000.0,-0.09501870000000001,E,1,19.52,59000.0,23.72, 60 months,20026.0,66.8,1.0,90.5,112.00229984188587,True
61,0.07991613133482015,12375.0,12375.0,0.11482404299206814,E,0,6.0,41592.0,14.8, 60 months,7841.0,63.2,2.0,100.0,114.03930265508532,False
62,0.10283371396463419,12000.0,12000.0,-0.07918283333333334,C,1,13.98,60000.0,11.66, 60 months,8309.0,32.1,0.0,90.9,212.96535863159409,True
63,0.07638715546235568,15000.0,15000.0,0.20066842153846154,E,0,20.99,49380.0,22.65, 60 months,7563.0,81.3,1.0,100.0,231.03554487771822,False
64,0.0836186714110824,20000.0,20000.0,0.07699303108293803,C,0,14.49,103000.0,22.06, 36 months,21325.0,60.2,3.0,88.6,148.01125279779873,False
65,0.0794270617693333,8125.0,8125.0,0.11828693746744641,E,0,20.99,24000.0,20.7, 36 months,10842.0,61.3,0.0,92.9,213.9838600381938,False
66,0.12469756804672656,10000.0,10000.0,0.04097846857060865,A,0,7.69,60000.0,10.56, 36 months,1161.0,55.3,0.0,100.0,127.01698186821085,False
67,0.037347751197008464,8000.0,8000.0,0.08685218645833342,B,0,10.49,45000.0,4.08, 36 months,6775.0,47.4,0.0,87.5,331.0458120289944,False
68,0.04168728117594797,26000.0,26000.0,0.02889630086538421,C,0,14.99,80000.0,19.75, 60 months,10293.0,30.9,0.0,95.9,152.9723402944619,False
69,0.09022238332851175,10000.0,10000.0,0.05799315282786884,A,0,6.99,35000.0,14.78, 36 months,12349.0,43.9,0.0,100.0,235.0438407359494,False
70,0.09462299079527607,8125.0,8125.0,0.048371391843043565,A,0,8.19,42000.0,22.87, 36 months,11262.0,56.6,0.0,91.7,188.98129325037476,False
71,0.08092036890828462,25925.0,25925.0,-0.1235985856637737,E,1,18.54,65000.0,16.21, 36 months,24114.0,62.1,3.0,100.0,144.00295693956755,True
72,0.10008832966873488,35000.0,35000.0,0.18221928999999998,D,0,17.57,96000.0,35.79, 60 months,24116.0,39.1,0.0,100.0,245.0317254974435,False
73,0.10496742767561974,35000.0,35000.0,0.07319100411992258,B,0,9.17,145000.0,17.01, 36 months,35487.0,52.4,1.0,100.0,213.9838600381938,False
74,0.0773889687475216,32000.0,32000.0,0.14914483282066238,D,0,16.99,80000.0,14.06, 60 months,26958.0,37.8,1.0,100.0,151.03390213351403,False
75,0.0733434451654245,33700.0,33700.0,0.17260523171527944,E,0,20.2,73000.0,32.55, 60 months,16613.0,34.1,1.0,100.0,182.01605782459598,False
76,0.08237796689073745,25000.0,25000.0,0.03077700483815785,A,0,6.03,85000.0,15.39, 36 months,21714.0,23.7,0.0,100.0,232.05404628431796,False
77,0.06238050899518693,25000.0,25000.0,0.06503222040754801,B,0,11.99,70000.0,18.86, 36 months,30749.0,65.7,0.0,89.3,220.02915870962443,False
78,0.07254689132648583,20000.0,20000.0,0.08537526744582977,B,0,10.49,58000.0,29.4, 36 months,25118.0,79.6,0.0,92.3,239.01928171009672,False
79,0.062133646519403604,24850.0,24850.0,0.10238988892359226,C,0,12.99,115800.0,18.01, 60 months,5877.0,86.4,0.0,93.3,160.00328548840838,False
80,0.07866932711288983,24000.0,24000.0,0.16027956793163342,E,0,20.2,90000.0,23.68, 60 months,32120.0,60.1,2.0,100.0,282.02632497587217,False
81,0.11297404661140154,13200.0,13200.0,0.031710551519669165,A,0,6.03,83000.0,12.35, 36 months,15136.0,45.9,0.0,96.2,192.00394258609006,False
82,0.10040668251222584,10000.0,10000.0,-0.12986833333333334,C,1,14.49,38000.0,33.64, 36 months,12086.0,66.0,0.0,100.0,151.95383888786216,True
83,0.08903284497707596,29775.0,29775.0,0.1731284051494701,D,0,17.14,60000.0,32.04, 36 months,15701.0,48.8,1.0,95.7,254.00110885233784,False
84,0.06023377348383185,13825.0,13825.0,0.17707126121979286,E,0,20.2,170000.0,3.83, 36 months,3291.0,76.5,0.0,100.0,151.95383888786216,False
85,0.0761912278807015,18000.0,18000.0,0.17301903897074639,E,0,20.2,70000.0,28.12, 60 months,33504.0,94.4,0.0,95.0,160.00328548840838,False
86,0.05551067791297578,12800.0,12800.0,0.056165839666756645,B,0,9.49,100000.0,16.08, 60 months,31674.0,67.4,0.0,100.0,365.01776217170783,False
87,0.07399453535942593,12000.0,12000.0,0.04359312219124773,A,0,8.19,49000.0,8.82, 36 months,9362.0,41.6,0.0,92.3,285.04897431158753,False
88,0.09452279763876177,35000.0,35000.0,0.07173062022510597,C,0,12.99,102000.0,18.2, 60 months,24634.0,37.8,0.0,100.0,231.03554487771822,False
89,0.08918158263600388,24000.0,24000.0,0.09095643761458815,B,0,12.49,155000.0,18.55, 60 months,17014.0,64.7,0.0,86.7,260.9663442781166,False
90,0.050166995062605066,24000.0,24000.0,0.06903680333328993,C,0,12.39,150000.0,15.71, 60 months,40291.0,67.3,1.0,92.9,183.00170434711185,False
91,0.05300079536026131,17000.0,17000.0,0.050749028898207184,A,0,8.39,55000.0,13.09, 60 months,10938.0,30.6,0.0,96.4,192.00394258609006,False
92,0.08576228079926004,15000.0,15000.0,0.0447916274431233,A,0,6.99,39000.0,7.11, 36 months,10497.0,54.1,0.0,100.0,216.97365448982526,False
93,0.07329924232251799,10000.0,10000.0,0.08827226707624815,C,0,12.39,45000.0,3.76, 36 months,3758.0,23.3,0.0,97.0,188.98129325037476,False
94,0.09308619594469623,5600.0,5600.0,0.0858266934181694,D,0,15.99,80000.0,6.71, 36 months,4970.0,52.3,0.0,100.0,59.00737181461631,False
95,0.1059704646471043,15675.0,15675.0,-0.12343183413078151,D,1,17.86,50948.0,37.71, 60 months,15390.0,86.5,1.0,95.5,187.0428550894269,True
96,0.061115032805229424,8875.0,8875.0,0.10020445832251408,D,0,16.99,125000.0,6.1, 36 months,5232.0,64.6,0.0,81.2,187.0428550894269,False
97,0.051076790397726266,14000.0,14000.0,0.07473585362239299,B,0,11.67,92000.0,14.15, 36 months,14162.0,43.6,0.0,100.0,125.99848046161112,False
98,0.09148734085583221,35000.0,35000.0,0.09865264950666201,C,0,13.35,83395.0,31.43, 60 months,28212.0,80.4,0.0,100.0,297.99379864062917,False
99,0.07233913112149636,7000.0,7000.0,0.08406791895937951,C,0,12.99,38000.0,17.85, 36 months,8115.0,71.8,0.0,96.3,125.99848046161112,False
