,loan_amnt,funded_amnt,ret_OPT,grade,default,int_rate,annual_inc,dti,term,revol_bal,revol_util,inq_last_6mths,pct_tl_nvr_dlq,cr_hist,outcome
13,30000.0,30000.0,-0.055056133333333326,C,1,14.31,66000.0,26.98, 60 months,23374.0,37.3,0.0,100.0,209.02277254153063,True
14,8000.0,8000.0,0.052536820134467775,A,0,7.69,60000.0,33.72, 36 months,6313.0,17.4,0.0,94.9,263.9889936138319,False
15,10000.0,10000.0,-0.29164333333333325,C,1,14.99,25000.0,10.85, 36 months,5562.0,61.1,1.0,100.0,92.05938520298159,True
16,9600.0,9600.0,0.12431060526315799,C,0,12.99,45000.0,5.87, 36 months,7808.0,93.0,0.0,100.0,77.01184829257274,False
17,7350.0,7350.0,0.21881785478806892,F,0,24.08,23000.0,20.81, 36 months,2513.0,78.5,0.0,100.0,66.00546212447894,False
18,18000.0,18000.0,0.11249695941611841,B,0,11.67,70000.0,16.01, 36 months,39569.0,69.4,0.0,100.0,235.0438407359494,False
19,14250.0,14250.0,0.1715675064777328,D,0,17.57,48000.0,1.13, 36 months,1912.0,12.3,0.0,100.0,40.017248814144025,False
20,35000.0,35000.0,0.099230894025015,C,0,12.99,85000.0,20.29, 60 months,9141.0,19.6,0.0,90.5,167.98702232078688,False
21,6500.0,6500.0,0.06543859862724087,C,0,12.39,20000.0,27.37, 36 months,6678.0,50.6,1.0,95.5,160.03614037249224,False
22,12000.0,12000.0,0.04534951478873239,A,0,6.03,54000.0,28.65, 36 months,11537.0,65.9,0.0,100.0,182.01605782459598,False
23,8000.0,8000.0,-0.14933541666666666,C,1,14.49,45000.0,24.11, 36 months,5734.0,61.7,1.0,100.0,140.98030760385222,True
24,12000.0,12000.0,-0.024833833333333347,D,1,18.24,74000.0,30.15, 60 months,24133.0,55.6,2.0,100.0,228.01289554200292,True
25,10200.0,10200.0,0.05400191010612992,B,0,8.67,38000.0,22.39, 36 months,9484.0,89.5,1.0,95.2,136.05207499127292,False
26,28000.0,28000.0,0.11962010030487792,B,0,10.99,155000.0,15.33, 60 months,34260.0,52.5,1.0,98.0,262.97049220723216,False
27,10000.0,10000.0,-0.14800733333333332,C,1,14.99,50000.0,21.14, 36 months,5866.0,55.3,1.0,90.7,166.96852091418714,True
28,10000.0,10000.0,0.0985271668520309,B,0,12.49,55000.0,19.11, 36 months,9062.0,51.8,0.0,80.8,157.9991375592928,False
29,24000.0,24000.0,-0.02150641666666667,D,1,16.49,109804.0,16.19, 60 months,33242.0,93.4,1.0,100.0,188.0613564960266,True
30,14625.0,14625.0,0.11765085259420957,D,0,17.57,61000.0,19.08, 36 months,74143.0,72.2,1.0,81.2,176.98926055976509,False
31,12275.0,12275.0,0.10889411672815599,C,0,13.35,41000.0,15.29, 36 months,24443.0,96.2,0.0,100.0,127.96977350664285,False
32,10475.0,10475.0,0.09186942406188456,C,0,13.66,60000.0,18.92, 36 months,4818.0,26.5,1.0,92.9,86.01408653155096,False
33,5000.0,5000.0,0.07779213436352324,C,0,13.98,18000.0,30.27, 36 months,3322.0,73.8,1.0,85.7,112.00229984188587,False
34,10000.0,10000.0,-0.04784066666666664,B,1,10.99,75000.0,9.68, 36 months,8341.0,43.9,0.0,100.0,187.0428550894269,True
35,17000.0,17000.0,0.21718760614326377,F,0,22.99,66800.0,16.08, 60 months,11113.0,64.2,2.0,100.0,173.99946610813365,False
36,22000.0,22000.0,0.07543723216783213,A,0,7.69,100000.0,15.17, 36 months,37845.0,43.0,0.0,100.0,245.0317254974435,False
37,15000.0,15000.0,0.03427107955301319,A,0,6.49,102000.0,18.16, 36 months,10765.0,36.5,1.0,96.9,249.99281299410666,False
38,1000.0,1000.0,0.07965476994470068,C,0,14.31,82500.0,22.11, 36 months,34218.0,100.6,1.0,100.0,122.97583112589581,False
39,20000.0,20000.0,0.050553656973741104,B,0,9.49,95000.0,24.1, 36 months,22351.0,93.1,0.0,100.0,259.02790611716875,False
40,24000.0,24000.0,0.0925423588277528,C,0,13.66,75000.0,10.07, 36 months,18716.0,61.3,1.0,88.6,341.03369679048853,False
41,35000.0,35000.0,0.08064037450765993,C,0,14.49,97900.0,17.57, 36 months,13886.0,44.1,3.0,89.3,175.97075915316537,False
42,5000.0,5000.0,0.08614704326114607,C,0,13.98,78000.0,4.32, 36 months,8783.0,54.2,2.0,100.0,163.0259348241237,False
43,10400.0,10400.0,0.0616749434508275,B,0,11.99,65000.0,24.34, 36 months,6375.0,48.7,0.0,100.0,229.03139694860263,False
44,8000.0,8000.0,0.09400560656988187,C,0,13.35,40000.0,10.5, 36 months,19563.0,58.4,3.0,86.4,164.96437298507155,False
45,18725.0,18725.0,0.12424465505635837,C,0,14.49,70000.0,22.39, 60 months,14068.0,75.6,0.0,100.0,290.01006180825067,False
46,18000.0,18000.0,0.06333320631677852,B,0,11.67,50000.0,21.7, 36 months,7357.0,46.9,0.0,90.0,96.00197129304503,False
47,8000.0,8000.0,-0.058745,C,1,13.66,70000.0,11.43, 36 months,8809.0,87.2,0.0,90.0,155.00934310766135,True
48,15000.0,15000.0,0.07516617972193515,B,0,10.15,63000.0,18.36, 36 months,21626.0,62.0,0.0,92.9,187.96279184377502,False
49,18000.0,18000.0,0.06951840253920538,B,0,9.49,75000.0,3.34, 36 months,10066.0,45.8,0.0,100.0,119.98603667426435,False
50,35000.0,35000.0,0.18342345222222226,D,0,17.57,77384.0,23.28, 60 months,24164.0,73.4,1.0,96.8,192.9895891086059,False
51,18000.0,18000.0,0.06425257576844255,A,0,8.39,60000.0,15.86, 36 months,10726.0,64.2,1.0,100.0,327.03751617076324,False
52,15000.0,15000.0,0.0904464042341356,B,0,10.99,78000.0,22.68, 36 months,11793.0,59.9,1.0,100.0,132.99657077147376,False
53,14400.0,14400.0,0.12922844906249997,C,0,14.99,48000.0,14.58, 60 months,8265.0,58.8,0.0,94.1,274.00973325940987,False
54,19200.0,19200.0,0.06708156523517711,D,1,17.86,75000.0,31.77, 60 months,5328.0,47.6,3.0,82.9,168.97266884330273,True
55,20000.0,20000.0,0.08097568610094295,C,0,14.99,55000.0,32.29, 36 months,18393.0,85.2,0.0,92.3,141.99880901045196,False
56,24000.0,24000.0,0.05279210442069295,B,0,9.17,76500.0,20.96, 36 months,32491.0,81.4,0.0,100.0,250.9784595166225,False
57,26000.0,26000.0,0.055581963483856606,A,0,6.99,73000.0,16.85, 36 months,30835.0,65.2,0.0,100.0,385.02638657877986,False
58,12000.0,12000.0,0.05451561492922159,B,0,10.15,59650.0,11.18, 36 months,15533.0,23.8,0.0,97.8,208.0042711349309,False
59,7800.0,7800.0,0.12077547747872006,C,0,13.98,110000.0,22.82, 36 months,58744.0,79.5,2.0,90.0,247.9558101809072,False
60,18000.0,18000.0,0.11894582247111678,C,0,14.99,62000.0,13.51, 60 months,22750.0,52.9,2.0,100.0,192.9895891086059,False
61,35000.0,35000.0,-0.016767657142857145,C,1,13.98,148000.0,18.73, 60 months,40683.0,57.5,0.0,100.0,173.99946610813365,True
62,6000.0,6000.0,0.03654197430504066,A,0,7.12,72000.0,17.98, 36 months,3899.0,79.6,0.0,83.3,288.991560401651,False
63,12000.0,12000.0,0.0808403400000003,A,0,8.19,72000.0,13.38, 36 months,10501.0,36.6,0.0,92.0,254.00110885233784,False
64,15000.0,15000.0,-0.022441333333333344,E,1,20.2,52000.0,30.26, 36 months,19554.0,78.2,1.0,100.0,187.96279184377502,True
65,35000.0,35000.0,0.08465613382891393,B,0,10.49,200000.0,12.61, 36 months,45746.0,69.3,0.0,94.0,313.99412718947,False
66,19000.0,19000.0,0.13446932390661365,D,0,16.99,39000.0,16.77, 60 months,10396.0,90.4,0.0,100.0,89.03673586726627,False
67,25000.0,25000.0,0.07540565675265695,B,0,10.15,60000.0,11.44, 60 months,28632.0,39.7,0.0,100.0,259.02790611716875,False
68,9000.0,9000.0,0.13152063295823926,D,0,15.59,96000.0,15.4, 36 months,21761.0,57.3,3.0,83.3,257.02375818805314,False
69,10000.0,10000.0,-0.04993766666666664,C,1,12.99,75000.0,2.74, 36 months,5351.0,22.3,1.0,95.0,145.02145834616726,True
70,3000.0,3000.0,-0.20467999999999997,C,1,13.66,68000.0,17.14, 36 months,14132.0,55.4,1.0,100.0,217.00650937390913,True
71,24000.0,24000.0,0.1435794068294701,D,0,17.14,60000.0,27.8, 60 months,23377.0,64.2,1.0,100.0,165.9828743916713,False
72,10000.0,10000.0,-0.06809733333333333,B,1,11.99,66000.0,10.65, 36 months,10066.0,39.6,0.0,89.3,159.01763896589253,True
73,24450.0,24450.0,0.14066084255932434,D,0,17.86,58450.0,33.59, 60 months,9879.0,66.7,1.0,97.9,159.01763896589253,False
74,20950.0,20950.0,0.1348824585496276,F,0,23.43,93600.0,20.91, 36 months,34270.0,46.9,3.0,100.0,223.01895316125587,False
75,5000.0,5000.0,0.0802573000698614,B,0,10.49,19000.0,26.34, 36 months,3477.0,33.4,2.0,93.7,201.99182734758415,False
76,3000.0,3000.0,0.09591891880165282,A,0,8.19,88000.0,17.43, 36 months,8519.0,94.7,0.0,100.0,286.98741247253537,False
77,13500.0,13500.0,0.1054535887810438,D,0,16.29,86000.0,28.76, 60 months,24720.0,99.7,2.0,100.0,308.9673299246391,False
78,29000.0,29000.0,0.04547405166707609,A,0,8.39,110000.0,18.3, 60 months,44005.0,60.4,1.0,94.0,182.01605782459598,False
79,21600.0,21600.0,0.04475947067749341,A,0,6.49,55000.0,14.9, 36 months,4988.0,46.2,0.0,84.2,169.99117024990247,False
80,23125.0,23125.0,-0.08899935135135134,D,1,17.86,58000.0,32.26, 60 months,49528.0,87.4,0.0,100.0,240.00492823261257,True
81,13500.0,13500.0,-0.10287086419753086,C,1,12.39,52000.0,36.37, 36 months,10319.0,95.5,0.0,97.5,165.95001950758743,True
82,35000.0,35000.0,-0.08481691428571429,F,1,25.57,100000.0,28.08, 60 months,31859.0,88.0,2.0,100.0,184.02020575371156,True
83,10000.0,10000.0,0.06902767296406663,B,0,8.67,45000.0,14.62, 36 months,10002.0,51.6,1.0,100.0,81.97293578923592,False
84,7200.0,7200.0,0.08849927498490028,B,0,12.49,65000.0,9.69, 36 months,6884.0,59.9,1.0,90.0,139.04186944290439,False
85,14000.0,14000.0,0.11219061784380782,D,0,15.61,78000.0,14.08, 60 months,11621.0,72.6,1.0,100.0,215.9880079673094,False
86,35000.0,35000.0,0.07466600020515766,C,0,13.98,72800.0,13.2, 36 months,60854.0,40.4,1.0,90.6,254.00110885233784,False
87,12000.0,12000.0,0.06290045657348053,B,0,11.67,104000.0,23.91, 36 months,13456.0,84.4,1.0,97.9,136.01922010718906,False
88,14000.0,14000.0,0.09418583888059702,B,0,10.99,36000.0,20.29, 60 months,12475.0,74.7,0.0,100.0,141.99880901045196,False
89,10000.0,10000.0,-0.10725559999999999,D,1,15.59,54000.0,29.62, 60 months,6542.0,54.1,0.0,100.0,105.95700117045524,True
90,6000.0,6000.0,0.07452534009708682,C,0,13.35,40000.0,36.63, 36 months,6222.0,41.8,0.0,100.0,194.00809051520565,False
91,5000.0,5000.0,0.0542343934478628,B,0,10.15,60000.0,15.46, 36 months,10039.0,34.4,0.0,95.7,175.97075915316537,False
92,4000.0,4000.0,0.12446952507167991,D,0,18.24,51000.0,32.66, 36 months,2423.0,53.8,2.0,95.5,487.0408016591716,False
93,15250.0,15250.0,0.09926693785701543,D,0,16.29,34000.0,21.71, 36 months,23594.0,60.5,0.0,100.0,246.01737201995934,False
94,12825.0,12825.0,-0.14348522417153994,B,1,9.49,100000.0,7.62, 60 months,24925.0,24.5,0.0,90.0,221.0148052321403,True
95,24000.0,24000.0,0.06180917914489878,B,0,11.44,118000.0,24.07, 36 months,126803.0,71.1,1.0,89.5,317.0167765251853,False
96,20325.0,20325.0,0.07073866254174271,B,0,11.99,60000.0,8.4, 36 months,15901.0,95.2,0.0,83.3,114.03930265508532,False
97,7200.0,7200.0,0.1373288704268291,C,0,13.98,54000.0,16.67, 36 months,4444.0,19.7,2.0,100.0,296.9752972340294,False
98,24000.0,24000.0,-0.14133902777777776,B,1,9.49,72000.0,29.78, 36 months,22866.0,50.1,2.0,100.0,157.01349103677694,True
99,13500.0,13500.0,0.048567336036960965,A,0,6.49,52500.0,24.02, 36 months,8616.0,19.6,0.0,100.0,236.02948725846525,False
